Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
9, Donkey Kong Country Returns , Wii , Nintendo , Platform ,421461,962821,2,2010-12-03,E
10, Just Dance 2 , Wii , Ubisoft , Misc ,384415,2110340,8,2010-12-03,E10+
11, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,359140,381830,2,2010-12-03,E
12, Wii Fit Plus , Wii , Nintendo , Sports ,352429,15074097,62,2010-12-03,E
13, Mario Kart Wii , Wii , Nintendo , Racing ,345748,23948176,139,2010-12-03,E
14, Wii Party , Wii , Nintendo , Misc ,324988,3000033,22,2010-12-03,E
15, Mario Kart DS , DS , Nintendo , Racing ,257973,18790576,264,2010-12-03,E
16, Michael Jackson: The Experience , Wii , Ubisoft , Misc ,242677,486721,2,2010-12-03,E10+
17, New Super Mario Bros. , DS , Nintendo , Platform ,226621,24280895,238,2010-12-03,E
18, Tales of Graces f , PS3 , Namco Bandai Games , Role-Playing ,218564,218564,1,2010-12-03,T
19, Kinect Sports , X360 , Microsoft Game Studios , Sports ,200230,922488,5,2010-12-03,E10+
20, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,173442,3579310,59,2010-12-03,E
21, Mario Party DS , DS , Nintendo , Misc ,171922,7276987,161,2010-12-03,E
22, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,158022,2998312,10,2010-12-03,E
23, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,157499,4908000,28,2010-12-03,E
24, Assassin's Creed: Brotherhood , X360 , Ubisoft , Action ,153078,1002241,3,2010-12-03,M
25, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,151287,6142237,12,2010-12-03,M
26, Super Mario All-Stars 25th Anniversary Edition , Wii , Nintendo , Platform ,143713,754695,7,2010-12-03,E
27, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,142182,1777143,12,2010-12-03,E10+
28, Mario vs. Donkey Kong: Mini-Land Mayhem! , DS , Nintendo , Puzzle ,134592,339934,3,2010-12-03,E
29, Need for Speed: Hot Pursuit , PS3 , Electronic Arts , Racing ,134556,591137,3,2010-12-03,E10+
30, Dance Central , X360 , MTV Games , Misc ,127983,535613,5,2010-12-03,T
1, World of Warcraft , PC , Activision , Role-Playing ,1675001,3856928,305,2010-12-10,T
2, Wii Sports , Wii , Nintendo , Sports ,1131937,70156504,212,2010-12-10,E
3, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,784164,3942424,6,2010-12-10,E
4, World of Warcraft: Cataclysm , PC , Activision , Role-Playing ,778880,778880,1,2010-12-10,T
5, Wii Sports Resort , Wii , Nintendo , Sports ,752389,21752430,77,2010-12-10,E
6, Donkey Kong Country Returns , Wii , Nintendo , Platform ,699418,1662239,3,2010-12-10,E
7, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,687419,3833285,3,2010-12-10,E
8, Monster Hunter Freedom 3 , PSP , Capcom , Role-Playing ,612403,2584813,2,2010-12-10,T
9, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,592921,18870786,56,2010-12-10,E
10, Just Dance 2 , Wii , Ubisoft , Misc ,588692,2699032,9,2010-12-10,E10+
11, Call of Duty: Black Ops , X360 , Activision , Shooter ,545614,8522216,5,2010-12-10,M
12, Call of Duty: Black Ops , PS3 , Activision , Shooter ,525508,6890141,5,2010-12-10,M
13, Wii Fit Plus , Wii , Nintendo , Sports ,460340,15534437,63,2010-12-10,E
14, Mario Kart Wii , Wii , Nintendo , Racing ,418109,24366285,140,2010-12-10,E
15, Wii Party , Wii , Nintendo , Misc ,354730,3354763,23,2010-12-10,E
16, Mario Kart DS , DS , Nintendo , Racing ,339246,19129822,265,2010-12-10,E
17, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,294814,676644,3,2010-12-10,E
18, New Super Mario Bros. , DS , Nintendo , Platform ,291819,24572714,239,2010-12-10,E
19, Michael Jackson: The Experience , Wii , Ubisoft , Misc ,282524,769245,3,2010-12-10,E10+
20, Kinect Sports , X360 , Microsoft Game Studios , Sports ,256143,1178631,6,2010-12-10,E10+
21, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,210895,6353132,13,2010-12-10,M
22, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,209962,5117962,29,2010-12-10,E
23, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,200029,3198341,11,2010-12-10,E
24, Assassin's Creed: Brotherhood , X360 , Ubisoft , Action ,198518,1200759,4,2010-12-10,M
25, Mario Party DS , DS , Nintendo , Misc ,196259,7473246,162,2010-12-10,E
26, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,194725,1971868,13,2010-12-10,E10+
27, Need for Speed: Hot Pursuit , PS3 , Electronic Arts , Racing ,189165,780302,4,2010-12-10,E10+
28, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,186632,3765942,60,2010-12-10,E
29, Ninokuni: Shikkoku no Madoushi , DS , Level 5 , Role-Playing ,176251,176251,1,2010-12-10,M
30, Mario vs. Donkey Kong: Mini-Land Mayhem! , DS , Nintendo , Puzzle ,162689,502623,4,2010-12-10,E
1, Wii Sports , Wii , Nintendo , Sports ,1216063,71372567,213,2010-12-17,E
2, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,1004410,4946834,7,2010-12-17,E
3, Wii Sports Resort , Wii , Nintendo , Sports ,756408,22508838,78,2010-12-17,E
4, Just Dance 2 , Wii , Ubisoft , Misc ,743030,3442062,10,2010-12-17,E10+
5, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,727321,19598107,57,2010-12-17,E
6, Donkey Kong Country Returns , Wii , Nintendo , Platform ,725020,2387259,4,2010-12-17,E
7, Call of Duty: Black Ops , X360 , Activision , Shooter ,645649,9167865,6,2010-12-17,M
8, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,637889,4471174,4,2010-12-17,E
9, Call of Duty: Black Ops , PS3 , Activision , Shooter ,612932,7503073,6,2010-12-17,M
10, Super Mario All-Stars: Limited Edition , Wii , Nintendo , Platform ,576673,1485366,9,2010-12-17,E
11, Wii Fit Plus , Wii , Nintendo , Sports ,555022,16089459,64,2010-12-17,E
12, Mario Kart Wii , Wii , Nintendo , Racing ,548558,24914843,141,2010-12-17,E
13, Monster Hunter Freedom 3 , PSP , Capcom , Role-Playing ,497833,3082646,3,2010-12-17,T
14, Wii Party , Wii , Nintendo , Misc ,431597,3786360,24,2010-12-17,E
15, Mario Kart DS , DS , Nintendo , Racing ,403496,19533318,266,2010-12-17,E
16, World of Warcraft , PC , Activision , Role-Playing ,394372,4251300,306,2010-12-17,T
17, New Super Mario Bros. , DS , Nintendo , Platform ,368873,24941587,240,2010-12-17,E
18, Michael Jackson: The Experience , Wii , Ubisoft , Misc ,335330,1104575,4,2010-12-17,E10+
19, Kinect Sports , X360 , Microsoft Game Studios , Sports ,330458,1509089,7,2010-12-17,E10+
20, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,322105,998749,4,2010-12-17,E
21, World of Warcraft: Cataclysm , PC , Activision , Role-Playing ,287576,1066456,2,2010-12-17,T
22, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,255028,5372990,30,2010-12-17,E
23, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,254994,6608126,14,2010-12-17,M
24, Assassin's Creed: Brotherhood , X360 , Ubisoft , Action ,251506,1452265,5,2010-12-17,M
25, Need for Speed: Hot Pursuit , PS3 , Electronic Arts , Racing ,244981,1025283,5,2010-12-17,E10+
26, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,232393,1510430,14,2010-12-17,E10+
27, FIFA Soccer 11 , PS3 , Electronic Arts , Sports ,230353,3428694,12,2010-12-17,E
28, Need for Speed: Hot Pursuit , X360 , Electronic Arts , Racing ,228178,900763,5,2010-12-17,E10+
29, Forza Motorsport 3 , X360 , Microsoft Game Studios , Racing ,222133,3988075,61,2010-12-17,E
30, Mario Party DS , DS , Nintendo , Misc ,213886,7687132,163,2010-12-17,E
 ,,,,,,,,,
 ,,,,,,,,,
