Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
2, Wii Sports , Wii , Nintendo , Sports ,119221,64145307,192,2010-07-23,E
3, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,112863,3309129,9,2010-07-23,E
4, Wii Party , Wii , Nintendo , Misc ,96566,447913,3,2010-07-23,E
5, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,90504,4498527,55,2010-07-23,E10+
6, NCAA Football 11 , X360 , Electronic Arts , Sports ,77694,305327,2,2010-07-23,E
7, None , DS , Nintendo , Role-Playing ,76246,8645499,46,2010-07-23,T
8, Red Dead Redemption , X360 , Take-Two Interactive , Action ,74280,2986608,10,2010-07-23,M
9, Crackdown 2 , X360 , Microsoft Game Studios , Shooter ,71531,488390,3,2010-07-23,M
10, Fate/Extra , PSP , Marvelous Interactive , Role-Playing ,69782,69782,1,2010-07-23,T
11, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,68332,2388021,10,2010-07-23,M
12, Wii Fit Plus , Wii , Nintendo , Sports ,66768,13018231,43,2010-07-23,E
13, NCAA Football 11 , PS3 , Electronic Arts , Sports ,62494,247805,2,2010-07-23,E
14, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,60045,15383957,36,2010-07-23,E
15, LEGO Harry Potter: Years 1-4 , DS , Warner Bros. Interactive Entertainment , Adventure ,54518,415704,5,2010-07-23,E10+
16, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,54065,272892,6,2010-07-23,E10+
17, Just Dance , Wii , Ubisoft , Misc ,52711,3658927,36,2010-07-23,E10+
18, LEGO Harry Potter: Years 1-4 , Wii , Warner Bros. Interactive Entertainment , Adventure ,52539,468888,5,2010-07-23,E10+
19, Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark , DS , Level 5 , Role-Playing ,45142,672252,4,2010-07-23,K-A
20, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,44109,11134894,37,2010-07-23,M
21, Mario Kart Wii , Wii , Nintendo , Racing ,43236,22589903,120,2010-07-23,E
22, Dragon Quest Monsters: Battle Road Victory , Wii , Square Enix , Strategy ,38600,178848,2,2010-07-23,E10+
23, Dance on Broadway , Wii , Ubisoft , Misc ,37939,151850,6,2010-07-23,E
24, Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu , DS , Nintendo , Strategy ,37588,179695,2,2010-07-23,E
25, New Super Mario Bros. , DS , Nintendo , Platform ,37392,22943804,219,2010-07-23,E
26, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,36126,8460544,37,2010-07-23,M
27, Toy Story 3: The Video Game , Wii , Disney Interactive Studios , Action ,35883,181888,6,2010-07-23,E10+
28, Jikkyou Powerful Pro Yakyuu 2010 , PS3 , Konami Digital Entertainment , Sports ,32158,150271,2,2010-07-23,E
29, Sniper: Ghost Warrior , X360 , City Interactive , Shooter ,31106,169307,4,2010-07-23,M
30, Toy Story 3: The Video Game , PS3 , Disney Interactive Studios , Action ,30320,119784,6,2010-07-23,E10+
1, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,1235281,1235281,1,2010-07-30,T
2, Sengoku Basara: Samurai Heroes , PS3 , Capcom , Action ,240314,240314,1,2010-07-30,E
3, Hatsune Miku: Project Diva 2nd , PSP , Sega , Misc ,225983,225983,1,2010-07-30,T
4, Wii Sports Resort , Wii , Nintendo , Sports ,141038,17380867,58,2010-07-30,E
5, Wii Sports , Wii , Nintendo , Sports ,128601,64273908,193,2010-07-30,E
6, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,107522,3416651,10,2010-07-30,E
7, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,83118,4581645,56,2010-07-30,E10+
8, Wii Party , Wii , Nintendo , Misc ,82356,530269,4,2010-07-30,E
9, None , DS , Nintendo , Role-Playing ,72373,8717872,47,2010-07-30,T
10, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,65400,2453421,11,2010-07-30,M
11, Red Dead Redemption , X360 , Take-Two Interactive , Action ,63902,3050510,11,2010-07-30,M
12, Wii Fit Plus , Wii , Nintendo , Sports ,60564,13078795,44,2010-07-30,E
13, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,59388,15443345,37,2010-07-30,E
14, Kamen Rider Battle: Ganbaride Card Battle Taisen , DS , Namco Bandai Games , Strategy ,59043,59043,1,2010-07-30,K-A
15, Just Dance , Wii , Ubisoft , Misc ,56819,3715746,37,2010-07-30,E10+
16, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,54461,327353,7,2010-07-30,E10+
17, LEGO Harry Potter: Years 1-4 , DS , Warner Bros. Interactive Entertainment , Adventure ,53420,469124,6,2010-07-30,E10+
18, Sengoku Basara: Samurai Heroes , Wii , Capcom , Action ,51416,51416,1,2010-07-30,E
19, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,44330,11179224,38,2010-07-30,M
20, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,44214,8504758,38,2010-07-30,M
21, LEGO Harry Potter: Years 1-4 , Wii , Warner Bros. Interactive Entertainment , Adventure ,42559,511447,6,2010-07-30,E10+
22, Metal Max 3 , DS , Enterbrain , Role-Playing ,41412,41412,1,2010-07-30,T
23, Mario Kart Wii , Wii , Nintendo , Racing ,41199,22631102,121,2010-07-30,E
24, Crackdown 2 , X360 , Microsoft Game Studios , Shooter ,39495,527885,4,2010-07-30,M
25, New Super Mario Bros. , DS , Nintendo , Platform ,39172,22982976,220,2010-07-30,E
26, NCAA Football 11 , X360 , Electronic Arts , Sports ,38431,343758,3,2010-07-30,E
27, Toy Story 3: The Video Game , Wii , Disney Interactive Studios , Action ,36769,218657,7,2010-07-30,E10+
28, Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark , DS , Level 5 , Role-Playing ,34945,707197,5,2010-07-30,K-A
29, Dance on Broadway , Wii , Ubisoft , Misc ,34301,186151,7,2010-07-30,E
30, Assassin's Creed II , PS3 , Ubisoft , Action ,29176,3850547,37,2010-07-30,T
1, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,299214,1534495,2,2010-08-06,T
2, Wii Sports Resort , Wii , Nintendo , Sports ,150580,17531447,59,2010-08-06,E
3, Wii Sports , Wii , Nintendo , Sports ,133678,64407586,194,2010-08-06,E
4, Tales of Phantasia: Narikiri Dungeon X , PSP , Namco Bandai Games , Role-Playing ,109307,109307,1,2010-08-06,E10+
5, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,102000,3518651,11,2010-08-06,E
6, Wii Party , Wii , Nintendo , Misc ,80793,611062,5,2010-08-06,E
7, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,70571,4652216,57,2010-08-06,E10+
8, None , DS , Nintendo , Role-Playing ,69199,8787071,48,2010-08-06,T
9, Sengoku Basara: Samurai Heroes , PS3 , Capcom , Action ,61091,301405,2,2010-08-06,E
10, Wii Fit Plus , Wii , Nintendo , Sports ,58350,13137145,45,2010-08-06,E
11, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,56419,15499764,38,2010-08-06,E
12, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,55171,2508592,12,2010-08-06,M
13, Just Dance , Wii , Ubisoft , Misc ,52917,3768663,38,2010-08-06,E10+
14, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,46839,8551597,39,2010-08-06,M
15, Red Dead Redemption , X360 , Take-Two Interactive , Action ,44519,3095029,12,2010-08-06,M
16, LEGO Harry Potter: Years 1-4 , DS , Warner Bros. Interactive Entertainment , Adventure ,42695,511819,7,2010-08-06,E10+
17, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,42089,369442,8,2010-08-06,E10+
18, New Super Mario Bros. , DS , Nintendo , Platform ,40684,23023660,221,2010-08-06,E
19, Mario Kart Wii , Wii , Nintendo , Racing ,40367,22671469,122,2010-08-06,E
20, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,39319,11218543,39,2010-08-06,M
21, Assassin's Creed II , PS3 , Ubisoft , Action ,39077,3889624,38,2010-08-06,T
22, Hatsune Miku: Project Diva 2nd , PSP , Sega , Misc ,37257,263240,2,2010-08-06,T
23, LEGO Harry Potter: Years 1-4 , Wii , Warner Bros. Interactive Entertainment , Adventure ,32480,543927,7,2010-08-06,E10+
24, Dance on Broadway , Wii , Ubisoft , Misc ,31246,217397,8,2010-08-06,E
25, Assassin's Creed II , X360 , Ubisoft , Action ,29251,3922908,38,2010-08-06,T
26, Toy Story 3: The Video Game , Wii , Disney Interactive Studios , Action ,28574,247231,8,2010-08-06,E10+
27, Mario Kart DS , DS , Nintendo , Racing ,27975,17499630,247,2010-08-06,E
28, Wii Play , Wii , Nintendo , Misc ,27321,27779860,193,2010-08-06,E
29, Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark , DS , Level 5 , Role-Playing ,26608,733805,6,2010-08-06,K-A
30, God of War III , PS3 , Sony Computer Entertainment , Action ,26410,2868290,21,2010-08-06,M
1, Madden NFL 11 , X360 , Electronic Arts , Sports ,689163,689163,1,2010-08-13,E
2, Madden NFL 11 , PS3 , Electronic Arts , Sports ,570878,570878,1,2010-08-13,E
3, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,180694,1715189,3,2010-08-13,T
4, Wii Sports Resort , Wii , Nintendo , Sports ,146717,17678164,60,2010-08-13,E
5, Wii Sports , Wii , Nintendo , Sports ,125279,64532865,195,2010-08-13,E
6, Wii Party , Wii , Nintendo , Misc ,122423,733485,6,2010-08-13,E
7, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,94698,3613349,12,2010-08-13,E
8, None , DS , Nintendo , Role-Playing ,64497,8851568,49,2010-08-13,T
9, Madden NFL 11 , Wii , Electronic Arts , Sports ,62544,62544,1,2010-08-13,E
10, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,60942,15560706,39,2010-08-13,E
11, Wii Fit Plus , Wii , Nintendo , Sports ,57631,13194776,46,2010-08-13,E
12, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,56575,4708791,58,2010-08-13,E10+
13, Art Academy , DS , Nintendo , Misc ,45116,174729,9,2010-08-13,E
14, Just Dance , Wii , Ubisoft , Misc ,44200,3812863,39,2010-08-13,E10+
15, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,44043,2552635,13,2010-08-13,M
16, New Super Mario Bros. , DS , Nintendo , Platform ,43972,23067632,222,2010-08-13,E
17, Mario Kart Wii , Wii , Nintendo , Racing ,42218,22713687,123,2010-08-13,E
18, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,41663,8593260,40,2010-08-13,M
19, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,39677,409119,9,2010-08-13,E10+
20, Sengoku Basara: Samurai Heroes , PS3 , Capcom , Action ,38114,339519,3,2010-08-13,E
21, Red Dead Redemption , X360 , Take-Two Interactive , Action ,38006,3133035,13,2010-08-13,M
22, Madden NFL 11 , PSP , Electronic Arts , Sports ,36435,36435,1,2010-08-13,E
23, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,36368,11254911,40,2010-08-13,M
24, LEGO Harry Potter: Years 1-4 , DS , Warner Bros. Interactive Entertainment , Adventure ,34685,546504,8,2010-08-13,E10+
25, Mario Kart DS , DS , Nintendo , Racing ,30181,17529811,248,2010-08-13,E
26, God of War III , PS3 , Sony Computer Entertainment , Action ,30043,2898333,22,2010-08-13,M
27, Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark , DS , Level 5 , Role-Playing ,30035,763840,7,2010-08-13,K-A
28, Tales of Phantasia: Narikiri Dungeon X , PSP , Namco Bandai Games , Role-Playing ,29598,138905,2,2010-08-13,E10+
29, Sniper: Ghost Warrior , X360 , City Interactive , Shooter ,28463,248426,7,2010-08-13,M
30, Assassin's Creed II , PS3 , Ubisoft , Action ,28333,3917957,39,2010-08-13,T
1, A.C.E.: Another Century's Episode R , PS3 , Namco Bandai Games , Simulation ,205605,205605,1,2010-08-20,T
2, Madden NFL 11 , X360 , Electronic Arts , Sports ,174500,863663,2,2010-08-20,E
3, Madden NFL 11 , PS3 , Electronic Arts , Sports ,156896,727774,2,2010-08-20,E
4, Wii Sports Resort , Wii , Nintendo , Sports ,142346,17820510,61,2010-08-20,E
5, Wii Sports , Wii , Nintendo , Sports ,118385,64651250,196,2010-08-20,E
6, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,113253,1828442,4,2010-08-20,T
7, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,83470,3696819,13,2010-08-20,E
8, Wii Party , Wii , Nintendo , Misc ,67214,800699,7,2010-08-20,E
9, None , DS , Nintendo , Role-Playing ,59237,8910805,50,2010-08-20,T
10, Kane & Lynch 2: Dog Days , X360 , Square Enix , Shooter ,55676,55676,1,2010-08-20,M
11, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,55476,15616182,40,2010-08-20,E
12, Wii Fit Plus , Wii , Nintendo , Sports ,53642,13248418,47,2010-08-20,E
13, Kane & Lynch 2: Dog Days , PS3 , Square Enix , Shooter ,53171,53171,1,2010-08-20,M
14, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,46073,4754864,59,2010-08-20,E10+
15, Just Dance , Wii , Ubisoft , Misc ,45191,3858054,40,2010-08-20,E10+
16, New Super Mario Bros. , DS , Nintendo , Platform ,41441,23109073,223,2010-08-20,E
17, Mario Kart Wii , Wii , Nintendo , Racing ,39938,22753625,124,2010-08-20,E
18, Art Academy , DS , Nintendo , Misc ,38971,213700,10,2010-08-20,E
19, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,37818,2590453,14,2010-08-20,M
20, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,34942,444061,10,2010-08-20,E10+
21, Red Dead Redemption , X360 , Take-Two Interactive , Action ,33987,3167022,14,2010-08-20,M
22, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,33418,11288329,41,2010-08-20,M
23, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,32042,8625302,41,2010-08-20,M
24, Mario Kart DS , DS , Nintendo , Racing ,31302,17561113,249,2010-08-20,E
25, Harvest Moon: Grand Bazaar , DS , Natsume , Simulation ,28885,155011,0,2010-08-20,E
26, LEGO Harry Potter: Years 1-4 , DS , Warner Bros. Interactive Entertainment , Adventure ,24935,571439,9,2010-08-20,E10+
27, Sniper: Ghost Warrior , X360 , City Interactive , Shooter ,24835,273261,8,2010-08-20,M
28, God of War III , PS3 , Sony Computer Entertainment , Action ,24818,2923151,23,2010-08-20,M
29, Hyperdimension Neptunia , PS3 , Idea Factory , Role-Playing ,24342,24342,1,2010-08-20,T
30, Battlefield: Bad Company 2 , PS3 , Electronic Arts , Shooter ,24150,1802617,25,2010-08-20,M
1, MonHun Nikki: Poka Poka Ailu Mura , PSP , Capcom , Role-Playing ,266051,266051,1,2010-08-27,E
2, Mafia II , X360 , Take-Two Interactive , Action ,238462,238462,1,2010-08-27,M
3, Mafia II , PS3 , Take-Two Interactive , Action ,231841,231841,1,2010-08-27,M
4, Wii Sports Resort , Wii , Nintendo , Sports ,151502,17972012,62,2010-08-27,E
5, Wii Sports , Wii , Nintendo , Sports ,148116,64799366,197,2010-08-27,E
6, Madden NFL 11 , X360 , Electronic Arts , Sports ,121799,985462,3,2010-08-27,E
7, Madden NFL 11 , PS3 , Electronic Arts , Sports ,97903,825677,3,2010-08-27,E
8, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,85953,3782772,14,2010-08-27,E
9, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,84765,1913207,5,2010-08-27,T
10, Ace Combat: Joint Assault , PSP , Namco Bandai Games , Simulation ,63566,63566,1,2010-08-27,T
11, Wii Fit Plus , Wii , Nintendo , Sports ,61565,13309983,48,2010-08-27,E
12, None , DS , Nintendo , Role-Playing ,60715,8971520,51,2010-08-27,T
13, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,60218,15676400,41,2010-08-27,E
14, Wii Party , Wii , Nintendo , Misc ,55515,856214,8,2010-08-27,E
15, Kane & Lynch 2: Dog Days , PS3 , Square Enix , Shooter ,55035,108206,2,2010-08-27,M
16, Kane & Lynch 2: Dog Days , X360 , Square Enix , Shooter ,50072,105748,2,2010-08-27,M
17, Just Dance , Wii , Ubisoft , Misc ,48934,3906988,41,2010-08-27,E10+
18, New Super Mario Bros. , DS , Nintendo , Platform ,47517,23156590,224,2010-08-27,E
19, Mario Kart Wii , Wii , Nintendo , Racing ,44582,22798207,125,2010-08-27,E
20, Mafia II , PC , Take-Two Interactive , Action ,42730,42730,1,2010-08-27,M
21, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,38120,2628573,15,2010-08-27,M
22, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,37419,4792283,60,2010-08-27,E10+
23, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,35635,11323964,42,2010-08-27,M
24, Red Dead Redemption , X360 , Take-Two Interactive , Action ,34598,3201620,15,2010-08-27,M
25, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,34327,8659629,42,2010-08-27,M
26, Mario Kart DS , DS , Nintendo , Racing ,33611,17594724,250,2010-08-27,E
27, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,30753,474814,11,2010-08-27,E10+
28, Sniper: Ghost Warrior , X360 , City Interactive , Shooter ,29074,302335,9,2010-08-27,M
29, A.C.E.: Another Century's Episode R , PS3 , Namco Bandai Games , Simulation ,28478,234083,2,2010-08-27,T
30, Hakuouki: Zuisouroku Portable , PSP , Idea Factory , Adventure ,26513,26513,1,2010-08-27,E10+
1, Metroid: Other M , Wii , Nintendo , Action ,284526,284526,1,2010-09-03,T
2, Wii Sports Resort , Wii , Nintendo , Sports ,160798,18132810,63,2010-09-03,E
3, Wii Sports , Wii , Nintendo , Sports ,154542,64953908,198,2010-09-03,E
4, Mafia II , PS3 , Take-Two Interactive , Action ,153330,385171,2,2010-09-03,M
5, Mafia II , X360 , Take-Two Interactive , Action ,138288,376750,2,2010-09-03,M
6, MonHun Nikki: Poka Poka Ailu Mura , PSP , Capcom , Role-Playing ,91351,357402,2,2010-09-03,E
7, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,83332,3866104,15,2010-09-03,E
8, Madden NFL 11 , X360 , Electronic Arts , Sports ,80993,1066455,4,2010-09-03,E
9, Madden NFL 11 , PS3 , Electronic Arts , Sports ,73879,899556,4,2010-09-03,E
10, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,64499,1977706,6,2010-09-03,T
11, Wii Fit Plus , Wii , Nintendo , Sports ,62448,13372431,49,2010-09-03,E
12, None , DS , Nintendo , Role-Playing ,60197,9031717,52,2010-09-03,T
13, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,59636,15736036,42,2010-09-03,E
14, Wii Party , Wii , Nintendo , Misc ,53502,909716,9,2010-09-03,E
15, New Super Mario Bros. , DS , Nintendo , Platform ,47251,23203841,225,2010-09-03,E
16, Kane & Lynch 2: Dog Days , PS3 , Square Enix , Shooter ,46679,154885,3,2010-09-03,M
17, Just Dance , Wii , Ubisoft , Misc ,45186,3952174,42,2010-09-03,E10+
18, Mario Kart Wii , Wii , Nintendo , Racing ,43907,22842114,126,2010-09-03,E
19, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,42335,8701964,43,2010-09-03,M
20, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,39832,11363796,43,2010-09-03,M
21, Valkyria Chronicles II , PSP , Sega , Role-Playing ,36747,206348,33,2010-09-03,T
22, Kane & Lynch 2: Dog Days , X360 , Square Enix , Shooter ,36257,142005,3,2010-09-03,M
23, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,33159,2661732,16,2010-09-03,M
24, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,32505,4824788,61,2010-09-03,E10+
25, Ace Combat: Joint Assault , PSP , Namco Bandai Games , Simulation ,32358,95924,2,2010-09-03,T
26, Red Dead Redemption , X360 , Take-Two Interactive , Action ,30842,3232462,16,2010-09-03,M
27, Mario Kart DS , DS , Nintendo , Racing ,29138,17623862,251,2010-09-03,E
28, Sniper: Ghost Warrior , X360 , City Interactive , Shooter ,27884,330219,10,2010-09-03,M
29, Toy Story 3: The Video Game , DS , Disney Interactive Studios , Action ,26302,501116,12,2010-09-03,E10+
30, Bleach: Heat the Soul 7 , PSP , Sony Computer Entertainment , Fighting ,25057,25057,1,2010-09-03,E
1, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,221383,975022,36,2010-09-10,E10+
2, Wii Sports Resort , Wii , Nintendo , Sports ,131988,18264798,64,2010-09-10,E
3, One Piece: Gigant Battle! , DS , Namco Bandai Games , Fighting ,127871,127871,1,2010-09-10,T
4, Wii Sports , Wii , Nintendo , Sports ,124897,65078805,199,2010-09-10,E
5, Metroid: Other M , Wii , Nintendo , Action ,93305,377831,2,2010-09-10,T
6, NHL 11 , X360 , Electronic Arts , Sports ,91400,91400,1,2010-09-10,E10+
7, Mafia II , PS3 , Take-Two Interactive , Action ,81236,466407,3,2010-09-10,M
8, Mafia II , X360 , Take-Two Interactive , Action ,75925,452675,3,2010-09-10,M
9, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,74978,3941082,16,2010-09-10,E
10, None , DS , Nintendo , Role-Playing ,66173,9097890,53,2010-09-10,T
11, Spider-Man: Shattered Dimensions , X360 , Activision , Action ,63847,63847,1,2010-09-10,T
12, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,59988,15796024,43,2010-09-10,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,59040,13431471,50,2010-09-10,E
14, Spider-Man: Shattered Dimensions , PS3 , Activision , Action ,55970,55970,1,2010-09-10,T
15, MonHun Nikki: Poka Poka Ailu Mura , PSP , Capcom , Role-Playing ,54820,412222,3,2010-09-10,E
16, Madden NFL 11 , X360 , Electronic Arts , Sports ,54198,1120653,5,2010-09-10,E
17, NHL 11 , PS3 , Electronic Arts , Sports ,53065,53065,1,2010-09-10,E10+
18, Madden NFL 11 , PS3 , Electronic Arts , Sports ,47835,947391,5,2010-09-10,E
19, Wii Party , Wii , Nintendo , Misc ,46465,956181,10,2010-09-10,E
20, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,46201,2023907,7,2010-09-10,T
21, New Super Mario Bros. , DS , Nintendo , Platform ,45928,23249769,226,2010-09-10,E
22, Mario Kart Wii , Wii , Nintendo , Racing ,39989,22882103,127,2010-09-10,E
23, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,39378,8741342,44,2010-09-10,M
24, Tom Clancy's HAWX 2 , X360 , Ubisoft , Action ,39177,55019,2,2010-09-10,T
25, Just Dance , Wii , Ubisoft , Misc ,37038,3989212,43,2010-09-10,E10+
26, Tom Clancy's HAWX 2 , PS3 , Ubisoft , Action ,36514,36514,1,2010-09-10,T
27, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,33834,11397630,44,2010-09-10,M
28, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,32451,2694183,17,2010-09-10,M
29, Dragon Quest IX: Sentinels of the Starry Skies , DS , Nintendo , Role-Playing ,30404,4855192,62,2010-09-10,E10+
30, Kane & Lynch 2: Dog Days , PS3 , Square Enix , Shooter ,28596,183481,4,2010-09-10,M
1, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,3698137,3698137,1,2010-09-17,M
2, None , DS , Nintendo , Role-Playing ,2609129,2609129,1,2010-09-17,T
3, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,150713,150713,1,2010-09-17,E10+
4, Wii Sports Resort , Wii , Nintendo , Sports ,123258,18388056,65,2010-09-17,E
5, Wii Sports , Wii , Nintendo , Sports ,120264,65199069,200,2010-09-17,E
6, Kingdom Hearts: Birth by Sleep , PSP , Square Enix , Role-Playing ,82392,1057414,37,2010-09-17,E10+
7, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,66605,4007687,17,2010-09-17,E
8, None , DS , Nintendo , Role-Playing ,63055,9160945,54,2010-09-17,T
9, Wii Fit Plus , Wii , Nintendo , Sports ,62851,13494322,51,2010-09-17,E
10, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,60105,15856129,44,2010-09-17,E
11, NHL 11 , X360 , Electronic Arts , Sports ,59267,150667,2,2010-09-17,E10+
12, Metroid: Other M , Wii , Nintendo , Action ,50133,427964,3,2010-09-17,T
13, Professor Layton and the Unwound Future , DS , Nintendo , Adventure ,49546,868233,1,2010-09-17,E10+
14, New Super Mario Bros. , DS , Nintendo , Platform ,49227,23298996,227,2010-09-17,E
15, Yu-Gi-Oh! 5D's Tag Force 5 , PSP , Konami Digital Entertainment , Strategy ,48942,48942,1,2010-09-17,E
16, Front Mission Evolved , PS3 , Square Enix , Shooter ,48337,48337,1,2010-09-17,T
17, Mafia II , PS3 , Take-Two Interactive , Action ,45544,511951,4,2010-09-17,M
18, EyePet , PS3 , Sony Computer Entertainment , Simulation ,44018,445734,48,2010-09-17,E
19, Mafia II , X360 , Take-Two Interactive , Action ,43113,495788,4,2010-09-17,M
20, Madden NFL 11 , X360 , Electronic Arts , Sports ,40913,1161566,6,2010-09-17,E
21, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,38248,2062155,8,2010-09-17,T
22, Wii Party , Wii , Nintendo , Misc ,37753,993934,11,2010-09-17,E
23, Call of Duty: Modern Warfare 2 , PS3 , Activision , Shooter ,36637,8777979,45,2010-09-17,M
24, Mario Kart Wii , Wii , Nintendo , Racing ,34719,22916822,128,2010-09-17,E
25, Just Dance , Wii , Ubisoft , Misc ,34645,4023857,44,2010-09-17,E10+
26, Call of Duty: Modern Warfare 2 , X360 , Activision , Shooter ,31642,11429272,45,2010-09-17,M
27, Madden NFL 11 , PS3 , Electronic Arts , Sports ,31030,978421,6,2010-09-17,E
28, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,30293,2724476,18,2010-09-17,M
29, NHL 11 , PS3 , Electronic Arts , Sports ,29683,82748,2,2010-09-17,E10+
30, MonHun Nikki: Poka Poka Ailu Mura , PSP , Capcom , Role-Playing ,29237,441459,4,2010-09-17,E
1, None , DS , Nintendo , Role-Playing ,829270,3438399,2,2010-09-24,T
2, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,778463,4476600,2,2010-09-24,M
3, F1 2010 , PS3 , Codemasters , Racing ,276369,276369,1,2010-09-24,E
4, F1 2010 , X360 , Codemasters , Racing ,201148,201148,1,2010-09-24,E
5, Sid Meier's Civilization V , PC , Take-Two Interactive , Strategy ,190246,190246,1,2010-09-24,E10+
6, Kurohyou: Ryu ga Gotoku Shinshou , PSP , Sega , Adventure ,176871,176871,1,2010-09-24,M
7, Final Fantasy XIV Online , PC , Square Enix , Role-Playing ,159771,159771,1,2010-09-24,T
8, Sports Champions , PS3 , Sony Computer Entertainment , Sports ,145060,295773,2,2010-09-24,E10+
9, Wii Sports Resort , Wii , Nintendo , Sports ,118985,18507041,66,2010-09-24,E
10, Wii Sports , Wii , Nintendo , Sports ,111056,65310125,201,2010-09-24,E
11, Dead Rising 2 , X360 , Capcom , Action ,91978,91978,1,2010-09-24,M
12, Dead Rising 2 , PS3 , Capcom , Action ,89887,89887,1,2010-09-24,M
13, None , DS , Nintendo , Role-Playing ,66926,9227871,55,2010-09-24,T
14, Super Mario Galaxy 2 , Wii , Nintendo , Platform ,65854,4073541,18,2010-09-24,E
15, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,61495,15917624,45,2010-09-24,E
16, Wii Fit Plus , Wii , Nintendo , Sports ,55889,13550211,52,2010-09-24,E
