Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,DateInt
24, Dead Space 3 , X360 , Electronic Arts , Shooter ,33906,572272,4,2013-03-02,M,41335 
25, Dead Space 3 , PS3 , Electronic Arts , Shooter ,33171,428312,4,2013-03-02,M,41335 
26, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,27325,6240179,37,2013-03-02,E,41335 
27, Ni no Kuni: Wrath of the White Witch , PS3 , Namco Bandai Games , Role-Playing ,26708,661562,68,2013-03-02,E10+,41335 
28, Mario Kart 7 , 3DS , Nintendo , Racing ,26587,7600745,66,2013-03-02,E,41335 
29, Touch Detective: Nameko Shigeru , 3DS , Success , Adventure ,26441,26441,1,2013-03-02,E,41335 
30, FIFA Soccer 13 , X360 , Electronic Arts , Action ,25756,4382333,23,2013-03-02,E,41335 
1, Tomb Raider , PS3 , Square Enix , Action ,653396,653396,1,2013-03-09,M,41342 
2, Tomb Raider , X360 , Square Enix , Action ,482328,482328,1,2013-03-09,M,41342 
3, SimCity , PC , Electronic Arts , Simulation ,317021,317021,1,2013-03-09,E,41342 
4, MLB 13: The Show , PS3 , Sony Computer Entertainment , Sports ,145253,145253,1,2013-03-09,E,41342 
5, Naruto Shippuden: Ultimate Ninja Storm 3 , PS3 , Namco Bandai Games , Fighting ,137314,137314,1,2013-03-09,T,41342 
6, Soul Sacrifice , PSV , Sony Computer Entertainment , Action ,111962,111962,1,2013-03-09,M,41342 
7, Next Hatsune Miku: Project Diva , PS3 , Sega , Misc ,111691,111691,1,2013-03-09,T,41342 
8, Naruto Shippuden: Ultimate Ninja Storm 3 , X360 , Namco Bandai Games , Fighting ,92537,92537,1,2013-03-09,T,41342 
9, Tomb Raider (2011) , PC , Unknown , Action ,73765, NA ,2,2013-03-09,M,41342 
10, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,65660,2912085,18,2013-03-09,E,41342 
11, Uta no * Prince-Sama: All Star , PSP , Broccoli , Action ,65401,65401,1,2013-03-09,E,41342 
12, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,62354,11078734,17,2013-03-09,M,41342 
13, NBA 2K13 / MLB 2K13 , X360 , Take-Two Interactive , Sports ,62151,62151,1,2013-03-09,E,41342 
14, Far Cry 3 , PS3 , Ubisoft , Shooter ,59585,2012110,15,2013-03-09,M,41342 
15, Crysis 3 , X360 , Electronic Arts , Shooter ,59183,473113,3,2013-03-09,M,41342 
16, Call of Duty: Black Ops II , X360 , Activision , Shooter ,55875,11531375,17,2013-03-09,M,41342 
17, Metal Gear Rising: Revengeance , PS3 , Konami Digital Entertainment , Action ,54815,795434,3,2013-03-09,M,41342 
18, Tales of Hearts , PSV , Namco Bandai Games , Role-Playing ,52782,52782,1,2013-03-09,E10+,41342 
19, Crysis 3 , PS3 , Electronic Arts , Shooter ,51063,318013,3,2013-03-09,M,41342 
20, Dynasty Warriors 8 , PS3 , Tecmo Koei , Action ,47607,260405,2,2013-03-09,T,41342 
21, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,40091,5578157,33,2013-03-09,E,41342 
22, Far Cry 3 , X360 , Ubisoft , Shooter ,37492,2075386,15,2013-03-09,M,41342 
23, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,35543,6837968,24,2013-03-09,E,41342 
24, Just Dance 4 , Wii , Ubisoft , Misc ,33598,5658793,23,2013-03-09,E10+,41342 
25, NBA 2K13 , X360 , Take-Two Interactive , Action ,31451,2188932,23,2013-03-09,E,41342 
26, NBA 2K13 / MLB 2K13 , PS3 , Take-Two Interactive , Sports ,31006,31006,1,2013-03-09,E,41342 
27, Halo 4 , X360 , Microsoft Game Studios , Shooter ,30552,7753528,18,2013-03-09,M,41342 
28, Professor Layton and the Legacy of Civilization A , 3DS , Level 5 , Puzzle ,30228,163052,2,2013-03-09,E10+,41342 
29, Castlevania: Lords of Shadow - Mirror of Fate , 3DS , Konami Digital Entertainment , Action ,28536,28536,1,2013-03-09,M,41342 
30, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,25064,6265243,38,2013-03-09,E,41342 
1, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,676538,676538,1,2013-03-16,M,41349 
2, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,562427,562427,1,2013-03-16,T,41349 
3, Tomb Raider , PS3 , Square Enix , Action ,214599,867995,2,2013-03-16,M,41349 
4, Tomb Raider , X360 , Square Enix , Action ,151000,633328,2,2013-03-16,M,41349 
5, Sword Art Online: Infinity Moment , PSP , Namco Bandai Games , Role-Playing ,135600,135600,1,2013-03-16,T,41349 
6, SimCity , PC , Electronic Arts , Simulation ,131497,448518,2,2013-03-16,E,41349 
7, Kingdom Hearts , PS3 , Square Enix , Role-Playing ,130321,130321,1,2013-03-16,E,41349 
8, Super Robot Wars UX , 3DS , Namco Bandai Games , Strategy ,117736,117736,1,2013-03-16,T,41349 
9, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,59515,2971600,19,2013-03-16,E,41349 
10, Sniper: Ghost Warrior 2 , PS3 , City Interactive , Shooter ,56312,56312,1,2013-03-16,M,41349 
11, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,55333,11134067,18,2013-03-16,M,41349 
12, Naruto Shippuden: Ultimate Ninja Storm 3 , PS3 , Namco Bandai Games , Fighting ,53393,190707,2,2013-03-16,T,41349 
13, Call of Duty: Black Ops II , X360 , Activision , Shooter ,51425,11582800,18,2013-03-16,M,41349 
14, MLB 13: The Show , PS3 , Sony Computer Entertainment , Sports ,50799,196052,2,2013-03-16,E,41349 
15, Far Cry 3 , PS3 , Ubisoft , Shooter ,43060,2055170,16,2013-03-16,M,41349 
16, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,39967,5618124,34,2013-03-16,E,41349 
17, Sniper: Ghost Warrior 2 , X360 , City Interactive , Shooter ,36385,36385,1,2013-03-16,M,41349 
18, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,33445,4019394,138,2013-03-16,T,41349 
19, Naruto Shippuden: Ultimate Ninja Storm 3 , X360 , Namco Bandai Games , Fighting ,31482,124019,2,2013-03-16,T,41349 
20, Soul Sacrifice , PSV , Sony Computer Entertainment , Action ,31406,143368,2,2013-03-16,M,41349 
21, Crysis 3 , X360 , Electronic Arts , Shooter ,31278,504391,4,2013-03-16,M,41349 
22, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,30300,6868268,25,2013-03-16,E,41349 
23, Far Cry 3 , X360 , Ubisoft , Shooter ,30178,2105564,16,2013-03-16,M,41349 
24, NBA 2K13 , X360 , Take-Two Interactive , Action ,29390,2218322,24,2013-03-16,E,41349 
25, Crysis 3 , PS3 , Electronic Arts , Shooter ,28778,346791,4,2013-03-16,M,41349 
26, Just Dance 4 , Wii , Ubisoft , Misc ,28731,5687524,24,2013-03-16,E10+,41349 
27, Metal Gear Rising: Revengeance , PS3 , Konami Digital Entertainment , Action ,28626,824060,4,2013-03-16,M,41349 
28, Tomb Raider (2011) , PC , Unknown , Action ,28354, NA ,2,2013-03-16,M,41349 
29, Mario Kart 7 , 3DS , Nintendo , Racing ,27615,7653157,68,2013-03-16,E,41349 
30, Halo 4 , X360 , Microsoft Game Studios , Shooter ,27372,7780900,19,2013-03-16,M,41349 
1, Gears of War: Judgment , X360 , Microsoft Game Studios , Shooter ,761256,761256,1,2013-03-23,M,41356 
2, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,287259,287259,1,2013-03-23,E,41356 
3, One Piece: Pirate Warriors 2 , PS3 , Namco Bandai Games , Action ,274241,274241,1,2013-03-23,T,41356 
4, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,170072,846610,2,2013-03-23,M,41356 
5, The Walking Dead: Survival Instinct , X360 , Activision , Misc ,135251,135251,1,2013-03-23,M,41356 
6, Tomb Raider , PS3 , Square Enix , Action ,122378,990373,3,2013-03-23,M,41356 
7, Pro Yakyuu Spirits 2013 , PS3 , Konami Digital Entertainment , Sports ,104442,104442,1,2013-03-23,T,41356 
8, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,94954,657381,2,2013-03-23,T,41356 
9, Monster Hunter 3 Ultimate , 3DS , Capcom , Role-Playing ,92455,1934159,68,2013-03-23,T,41356 
10, The Walking Dead: Survival Instinct , PS3 , Activision , Misc ,89830,89830,1,2013-03-23,M,41356 
11, LEGO City Undercover , WiiU , Nintendo , Action ,88338,88338,1,2013-03-23,E10+,41356 
12, Tomb Raider , X360 , Square Enix , Action ,86838,720166,3,2013-03-23,M,41356 
13, Pro Yakyuu Spirits 2013 , PSP , Konami Digital Entertainment , Sports ,80669,80669,1,2013-03-23,T,41356 
14, SimCity , PC , Electronic Arts , Simulation ,78869,527387,3,2013-03-23,E,41356 
15, Monster Hunter 3 Ultimate , WiiU , Capcom , Role-Playing ,71197,271527,16,2013-03-23,T,41356 
16, One Piece: Pirate Warriors 2 , PSV , Namco Bandai Games , Action ,58776,58776,1,2013-03-23,T,41356 
17, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,58361,3029961,20,2013-03-23,E,41356 
18, Disgaea D2 , PS3 , Nippon Ichi Software , Action ,54880,54880,1,2013-03-23,T,41356 
19, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,49621,11183688,19,2013-03-23,M,41356 
20, Call of Duty: Black Ops II , X360 , Activision , Shooter ,47102,11629902,19,2013-03-23,M,41356 
21, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,44439,5662563,35,2013-03-23,E,41356 
22, Nintendo Land , WiiU , Nintendo , Action ,39471,1780212,18,2013-03-23,E10+,41356 
23, Sniper: Ghost Warrior 2 , PS3 , City Interactive , Shooter ,39328,95640,2,2013-03-23,M,41356 
24, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,39167,6907435,26,2013-03-23,E,41356 
25, Far Cry 3 , PS3 , Ubisoft , Shooter ,35447,2090617,17,2013-03-23,M,41356 
26, Pretty Rhythm: My Deco Rainbow Wedding , 3DS , Takara Tomy , Misc ,33619,33619,1,2013-03-23,E,41356 
27, MLB 13: The Show , PS3 , Sony Computer Entertainment , Sports ,32297,228349,3,2013-03-23,E,41356 
28, NBA 2K13 , X360 , Take-Two Interactive , Action ,32259,2250581,25,2013-03-23,E,41356 
29, StarCraft II: Wings of Liberty , PC , Activision , Strategy ,31538,4050932,139,2013-03-23,T,41356 
30, Halo 4 , X360 , Microsoft Game Studios , Shooter ,31093,7811993,20,2013-03-23,M,41356 
1, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,727424,727424,1,2013-03-30,M,41363 
2, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,539877,827136,2,2013-03-30,E,41363 
3, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,437606,437606,1,2013-03-30,M,41363 
4, Gears of War: Judgment , X360 , Microsoft Game Studios , Shooter ,185356,946612,2,2013-03-30,M,41363 
5, BioShock Infinite , PC , Take-Two Interactive , Shooter ,172487,172487,1,2013-03-30,M,41363 
6, Tomb Raider , PS3 , Square Enix , Action ,118284,1108657,4,2013-03-30,M,41363 
7, Pokemon Mystery Dungeon: Gates to Infinity , 3DS , Nintendo , Role-Playing ,108484,532973,19,2013-03-30,E,41363 
8, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,94784,941394,3,2013-03-30,M,41363 
9, Tomb Raider , X360 , Square Enix , Action ,83196,803362,4,2013-03-30,M,41363 
10, Fate/Extra CCC , PSP , Marvelous Entertainment , Role-Playing ,72776,72776,1,2013-03-30,T,41363 
11, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,68349,6975784,27,2013-03-30,E,41363 
12, LEGO City Undercover , WiiU , Nintendo , Action ,66414,154752,2,2013-03-30,E10+,41363 
13, Army of Two: The Devil's Cartel , X360 , Electronic Arts , Shooter ,63780,63780,1,2013-03-30,M,41363 
14, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,58843,3088804,21,2013-03-30,E,41363 
15, One Piece: Pirate Warriors 2 , PS3 , Namco Bandai Games , Action ,56286,330527,2,2013-03-30,T,41363 
16, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,56244,11239932,20,2013-03-30,M,41363 
17, Army of Two: The Devil's Cartel , PS3 , Electronic Arts , Shooter ,51734,51734,1,2013-03-30,M,41363 
18, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,50559,5713122,36,2013-03-30,E,41363 
19, Call of Duty: Black Ops II , X360 , Activision , Shooter ,49822,11679724,20,2013-03-30,M,41363 
20, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,47762,705143,3,2013-03-30,T,41363 
21, The Walking Dead: Survival Instinct , X360 , Activision , Misc ,46366,181617,2,2013-03-30,M,41363 
22, SimCity , PC , Electronic Arts , Simulation ,46172,573559,4,2013-03-30,E,41363 
23, Halo 4 , X360 , Microsoft Game Studios , Shooter ,45104,7857097,21,2013-03-30,M,41363 
24, Muramasa: The Demon Blade , PSV , Marvelous Entertainment , Role-Playing ,43656,43656,1,2013-03-30,T,41363 
25, Monster Hunter 3 Ultimate , 3DS , Capcom , Role-Playing ,42762,1976921,69,2013-03-30,T,41363 
26, Tiger Woods PGA Tour 14: Masters Historic Edition , PS3 , Electronic Arts , Sports ,41900,41900,1,2013-03-30,E,41363 
27, Tiger Woods PGA Tour 14: Masters Historic Edition , X360 , Electronic Arts , Sports ,41631,41631,1,2013-03-30,E,41363 
28, Nintendo Land , WiiU , Nintendo , Action ,39835,1820047,19,2013-03-30,E10+,41363 
29, Just Dance 4 , Wii , Ubisoft , Misc ,38286,5755659,26,2013-03-30,E10+,41363 
30, Far Cry 3 , PS3 , Ubisoft , Shooter ,37460,2128077,18,2013-03-30,M,41363 
1, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,259752,1086888,3,2013-04-06,E,41370 
2, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,173959,901383,2,2013-04-06,M,41370 
3, Defiance , X360 , Trion Worlds , Action ,169934,169934,1,2013-04-06,M,41370 
4, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,118337,555943,2,2013-04-06,M,41370 
5, Tomb Raider , PS3 , Square Enix , Action ,92782,1201439,5,2013-04-06,M,41370 
6, Gears of War: Judgment , X360 , Microsoft Game Studios , Shooter ,86759,1033371,3,2013-04-06,M,41370 
7, Tomb Raider , X360 , Square Enix , Action ,67036,870398,5,2013-04-06,M,41370 
8, Defiance , PS3 , Trion Worlds , Action ,66910,66910,1,2013-04-06,M,41370 
9, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,56810,998204,4,2013-04-06,M,41370 
10, Defiance , PC , Trion Worlds , Action ,52584,52584,1,2013-04-06,M,41370 
11, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,52373,5765495,37,2013-04-06,E,41370 
12, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,51353,11291285,21,2013-04-06,M,41370 
13, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,48827,7024611,28,2013-04-06,E,41370 
14, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,48344,3137148,22,2013-04-06,E,41370 
15, Call of Duty: Black Ops II , X360 , Activision , Shooter ,46737,11726461,21,2013-04-06,M,41370 
16, Pokemon Mystery Dungeon: Gates to Infinity , 3DS , Nintendo , Role-Playing ,45357,578330,20,2013-04-06,E,41370 
17, Halo 4 , X360 , Microsoft Game Studios , Shooter ,44374,7901471,22,2013-04-06,M,41370 
18, BioShock Infinite , PC , Take-Two Interactive , Shooter ,36902,209389,2,2013-04-06,M,41370 
19, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,36717,741860,4,2013-04-06,T,41370 
20, Need for Speed: Most Wanted (Limited Edition) , PS3 , Electronic Arts , Racing ,36066,1967423,23,2013-04-06,E10+,41370 
21, Far Cry 3 , PS3 , Ubisoft , Shooter ,34875,2162952,19,2013-04-06,M,41370 
22, SimCity , PC , Electronic Arts , Simulation ,33088,606647,5,2013-04-06,E,41370 
23, LEGO City Undercover , WiiU , Nintendo , Action ,32431,187183,3,2013-04-06,E10+,41370 
24, FIFA Soccer 13 , X360 , Electronic Arts , Action ,31172,4503223,28,2013-04-06,E,41370 
25, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,29494,6376939,42,2013-04-06,E,41370 
26, Assassin's Creed III , PS3 , Ubisoft , Action ,29095,5049564,23,2013-04-06,M,41370 
27, Mario Kart 7 , 3DS , Nintendo , Racing ,28942,7740365,71,2013-04-06,E,41370 
28, NBA 2K13 , X360 , Take-Two Interactive , Action ,27656,2311448,27,2013-04-06,E,41370 
29, Just Dance 4 , Wii , Ubisoft , Misc ,27492,5783151,27,2013-04-06,E10+,41370 
30, Nintendo Land , WiiU , Nintendo , Action ,27294,1847341,20,2013-04-06,E10+,41370 
1, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,177505,1264393,4,2013-04-13,E,41377 
2, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,91405,992788,3,2013-04-13,M,41377 
3, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,64812,620755,3,2013-04-13,M,41377 
4, Defiance , X360 , Trion Worlds , Action ,63153,233087,2,2013-04-13,M,41377 
5, Tomb Raider , PS3 , Square Enix , Action ,56051,1257490,6,2013-04-13,M,41377 
6, Call of Duty: Black Ops II , X360 , Activision , Shooter ,47486,11773947,22,2013-04-13,M,41377 
7, Gears of War: Judgment , X360 , Microsoft Game Studios , Shooter ,45525,1078896,4,2013-04-13,M,41377 
8, Cardfight!! Vanguard: Ride to Victory , 3DS , FuRyu , Misc ,44685,44685,1,2013-04-13,E,41377 
9, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,43640,11334925,22,2013-04-13,M,41377 
10, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,43143,1041347,5,2013-04-13,M,41377 
11, Tomb Raider , X360 , Square Enix , Action ,43042,913440,6,2013-04-13,M,41377 
12, Halo 4 , X360 , Microsoft Game Studios , Shooter ,40491,7941962,23,2013-04-13,M,41377 
13, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,40187,5805682,38,2013-04-13,E,41377 
14, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,36962,3174110,23,2013-04-13,E,41377 
15, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,36079,7060690,29,2013-04-13,E,41377 
16, SimCity , PC , Electronic Arts , Simulation ,29617,636264,6,2013-04-13,E,41377 
17, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,29328,771188,5,2013-04-13,T,41377 
18, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,27375,6404314,43,2013-04-13,E,41377 
19, Mario Kart 7 , 3DS , Nintendo , Racing ,26234,7766599,72,2013-04-13,E,41377 
20, FIFA Soccer 13 , X360 , Electronic Arts , Action ,25904,4529127,29,2013-04-13,E,41377 
21, Need for Speed: Most Wanted (Limited Edition) , PS3 , Electronic Arts , Racing ,25065,1992488,24,2013-04-13,E10+,41377 
22, Defiance , PS3 , Trion Worlds , Action ,24205,91115,2,2013-04-13,M,41377 
23, Pokemon Mystery Dungeon: Gates to Infinity , 3DS , Nintendo , Role-Playing ,24068,602398,21,2013-04-13,E,41377 
24, Far Cry 3 , PS3 , Ubisoft , Shooter ,23810,2186762,20,2013-04-13,M,41377 
25, NBA 2K13 , X360 , Take-Two Interactive , Action ,23657,2335105,28,2013-04-13,E,41377 
26, NBA 2K13 , PS3 , Take-Two Interactive , Action ,23207,1812525,28,2013-04-13,E,41377 
27, LEGO City Undercover , WiiU , Nintendo , Action ,22572,209755,4,2013-04-13,E10+,41377 
28, Just Dance 4 , Wii , Ubisoft , Misc ,22326,5805477,28,2013-04-13,E10+,41377 
29, Nintendo Land , WiiU , Nintendo , Action ,21652,1868993,21,2013-04-13,E10+,41377 
30, Super Mario 3D Land , 3DS , Nintendo , Platform ,21246,8239207,76,2013-04-13,E,41377 
1, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,406432,406432,1,2013-04-20,E,41384 
2, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,292418,292418,1,2013-04-20,T,41384 
3, Injustice: Gods Among Us , PS3 , Warner Bros. Interactive Entertainment , Fighting ,252559,252559,1,2013-04-20,T,41384 
4, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,134652,1399045,5,2013-04-20,E,41384 
5, Naruto Shippuden: Ultimate Ninja Storm 3 , PS3 , Namco Bandai Games , Fighting ,96307,362682,7,2013-04-20,T,41384 
6, 7th Dragon 2020-II , PSP , Sega , Role-Playing ,74694,74694,1,2013-04-20,E,41384 
7, Fire Emblem: Awakening , 3DS , Nintendo , Strategy ,59925,802259,53,2013-04-20,T,41384 
8, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,51884,1044672,4,2013-04-20,M,41384 
9, Call of Duty: Black Ops II , X360 , Activision , Shooter ,44313,11818260,23,2013-04-20,M,41384 
10, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,42317,663072,4,2013-04-20,M,41384 
11, Pandora's Tower , Wii , Xseed Games , Role-Playing ,40135,206841,54,2013-04-20,T,41384 
12, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,39694,11374619,23,2013-04-20,M,41384 
13, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,39170,5844852,39,2013-04-20,E,41384 
14, Tomb Raider , PS3 , Square Enix , Action ,37500,1294990,7,2013-04-20,M,41384 
15, Devil Summoner: Soul Hackers , 3DS , Atlus , Role-Playing ,37347,170653,34,2013-04-20,M,41384 
16, Defiance , X360 , Trion Worlds , Action ,36846,269933,3,2013-04-20,M,41384 
17, Halo 4 , X360 , Microsoft Game Studios , Shooter ,35554,7977516,24,2013-04-20,M,41384 
18, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,34740,3208850,24,2013-04-20,E,41384 
19, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,31971,1073318,6,2013-04-20,M,41384 
20, Tomb Raider , X360 , Square Enix , Action ,29654,943094,7,2013-04-20,M,41384 
21, Gears of War: Judgment , X360 , Microsoft Game Studios , Shooter ,29408,1108304,5,2013-04-20,M,41384 
22, Mario Kart 7 , 3DS , Nintendo , Racing ,27128,7793727,73,2013-04-20,E,41384 
23, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,26931,7087621,30,2013-04-20,E,41384 
24, Amnesia: Crowd , PSP , Otomate , Adventure ,25865,25865,1,2013-04-20,E10+,41384 
25, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,25555,6429869,44,2013-04-20,E,41384 
26, SimCity , PC , Electronic Arts , Simulation ,24436,660700,7,2013-04-20,E,41384 
27, NBA 2K13 , X360 , Take-Two Interactive , Action ,23906,2359011,29,2013-04-20,E,41384 
28, StarCraft II: Heart of the Swarm , PC , Activision , Strategy ,23479,794667,6,2013-04-20,T,41384 
29, Far Cry 3 , PS3 , Ubisoft , Shooter ,23074,2209836,21,2013-04-20,M,41384 
30, Super Mario 3D Land , 3DS , Nintendo , Platform ,20841,8260048,77,2013-04-20,E,41384 
1, Dead Island: Riptide , X360 , Deep Silver , Action ,232161,232161,1,2013-04-27,M,41391 
2, Dragon's Dogma , PS3 , Capcom , Adventure ,169058,1126424,49,2013-04-27,M,41391 
3, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,147934,554366,2,2013-04-27,E,41391 
4, Dead Island: Riptide , PS3 , Deep Silver , Action ,133014,133014,1,2013-04-27,M,41391 
5, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,117054,1516099,6,2013-04-27,E,41391 
6, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,103749,103749,1,2013-04-27,E10+,41391 
7, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,83579,375997,2,2013-04-27,T,41391 
8, Injustice: Gods Among Us , PS3 , Warner Bros. Interactive Entertainment , Fighting ,81347,333906,2,2013-04-27,T,41391 
9, Tomb Raider , PS3 , Square Enix , Action ,66301,1361291,8,2013-04-27,M,41391 
10, Dragon's Dogma , X360 , Capcom , Adventure ,50438,473621,49,2013-04-27,M,41391 
11, Star Trek: The Game , X360 , Namco Bandai Games , Action ,49207,49207,1,2013-04-27,T,41391 
12, BioShock Infinite , PS3 , Take-Two Interactive , Shooter ,44948,708020,5,2013-04-27,M,41391 
13, Star Trek: The Game , PS3 , Namco Bandai Games , Action ,43075,43075,1,2013-04-27,T,41391 
14, BioShock Infinite , X360 , Take-Two Interactive , Shooter ,37489,1082161,5,2013-04-27,M,41391 
15, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,36126,11410745,24,2013-04-27,M,41391 
16, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,36095,5880947,40,2013-04-27,E,41391 
17, Steins;Gate: Senkei Kousoku no Phonogram , PS3 , 5pb , Adventure ,34282,34282,1,2013-04-27,E,41391 
18, PhotoKano Kiss , PSV , Kadokawa Shoten , Adventure ,32755,32755,1,2013-04-27,T,41391 
19, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,32187,3241037,25,2013-04-27,E,41391 
20, Call of Duty: Black Ops II , X360 , Activision , Shooter ,31942,11850202,24,2013-04-27,M,41391 
21, FIFA Soccer 13 , PS3 , Electronic Arts , Action ,29229,7116850,31,2013-04-27,E,41391 
22, Halo 4 , X360 , Microsoft Game Studios , Shooter ,28419,8005935,25,2013-04-27,M,41391 
23, Kyoukai Senjou no Horizon Portable , PSP , Kadokawa Shoten , Adventure ,27582,27582,1,2013-04-27,T,41391 
24, Tomb Raider , X360 , Square Enix , Action ,27461,970555,8,2013-04-27,M,41391 
25, Fire Emblem: Awakening , 3DS , Nintendo , Strategy ,27156,829415,54,2013-04-27,T,41391 
26, God of War: Ascension , PS3 , Sony Computer Entertainment , Action ,26215,1099533,7,2013-04-27,M,41391 
27, Naruto Shippuden: Ultimate Ninja Storm 3 , PS3 , Namco Bandai Games , Fighting ,25947,388629,8,2013-04-27,T,41391 
28, Mario Kart 7 , 3DS , Nintendo , Racing ,25354,7819081,74,2013-04-27,E,41391 
29, Pokemon Black / White Version 2 , DS , Nintendo , Role-Playing ,22502,6452371,45,2013-04-27,E,41391 
30, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,22314,19612620,130,2013-04-27,E,41391 
1, Tomodachi Collection: Shin Seikatsu , 3DS , Nintendo , Misc ,202761,757127,3,2013-05-04,E,41398 
2, Luigi's Mansion: Dark Moon , 3DS , Nintendo , Adventure ,131278,1647377,7,2013-05-04,E,41398 
3, Dead Island: Riptide , X360 , Deep Silver , Action ,100033,332194,2,2013-05-04,M,41398 
4, LEGO City Undercover: The Chase Begins , 3DS , Nintendo , Action ,71848,175597,2,2013-05-04,E10+,41398 
5, Injustice: Gods Among Us , X360 , Warner Bros. Interactive Entertainment , Fighting ,68839,444836,3,2013-05-04,T,41398 
6, Soul Sacrifice , PSV , Sony Computer Entertainment , Action ,61998,249644,9,2013-05-04,M,41398 
7, Dragon's Dogma , PS3 , Capcom , Adventure ,60572,1186996,50,2013-05-04,M,41398 
8, Dead Island: Riptide , PS3 , Deep Silver , Action ,57107,190121,2,2013-05-04,M,41398 
9, Injustice: Gods Among Us , PS3 , Warner Bros. Interactive Entertainment , Fighting ,55007,388913,3,2013-05-04,T,41398 
10, Animal Crossing: Jump Out , 3DS , Nintendo , Action ,45157,3286194,26,2013-05-04,E,41398 
11, Tomb Raider , PS3 , Square Enix , Action ,42626,1403917,9,2013-05-04,M,41398 
12, Call of Duty: Black Ops II , PS3 , Activision , Shooter ,35905,11446650,25,2013-05-04,M,41398 
13, New Super Mario Bros. 2 , 3DS , Nintendo , Platform ,34222,5915169,41,2013-05-04,E,41398 
