id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,when
227,17, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,49009,179131,2,2007-02-24,E,39137,Feb-07
228,18, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,46769,860043,13,2007-02-24,E10+,39137,Nov-06
229,19, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,41413,1206836,9,2007-02-24,E10+,39137,Dec-06
230,20, Naruto Shippuuden: Gekitou Ninja Taisen! EX , Wii , Takara Tomy , Fighting ,41189,41189,1,2007-02-24,E10+,39137,Feb-07
231,21, Gears of War , X360 , Microsoft Game Studios , Shooter ,40806,3545614,16,2007-02-24,M,39137,Nov-06
232,22, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,32359,628503,10,2007-02-24,T,39137,Dec-06
233,23, Big Brain Academy , DS , Nintendo , Misc ,31352,3077210,87,2007-02-24,E,39137,Jun-05
234,24, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,30317,4936944,23,2007-02-24,T,39137,Sep-06
235,25, Hotel Dusk: Room 215 , DS , Nintendo , Adventure ,29547,188237,5,2007-02-24,T,39137,Jan-07
236,26, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,28202,990552,14,2007-02-24,M,39137,Nov-06
237,27, Picross DS , DS , Nintendo , Puzzle ,27564,187697,5,2007-02-24,E,39137,Jan-07
238,28, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,27045,4168055,61,2007-02-24,E,39137,Dec-05
239,29, Kirby Squeak Squad , DS , Nintendo , Platform ,26819,1254715,17,2007-02-24,E,39137,Oct-06
240,30, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,23582,1075996,17,2007-02-24,M,39137,Oct-06
241,1, Wii Sports , Wii , Nintendo , Sports ,176720,4502063,15,2007-03-03,E,39144,Nov-06
242,2, Dynasty Warriors Gundam , PS3 , Tecmo Koei , Action ,174638,174638,1,2007-03-03,T,39144,Feb-07
243,3, Crackdown , X360 , Microsoft Game Studios , Shooter ,173879,624134,2,2007-03-03,M,39144,Feb-07
244,4, Super Robot Taisen W , DS , Banpresto , Strategy ,159177,159177,1,2007-03-03,T,39144,Feb-07
245,5, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,150498,892278,2,2007-03-03,T,39144,Feb-07
246,6, Wii Play , Wii , Nintendo , Misc ,140254,1767168,14,2007-03-03,E,39144,Nov-06
247,7, Major League Baseball 2K7 , X360 , Spike , Sports ,135829,135829,1,2007-03-03,E,39144,Feb-07
248,8, Nintendogs , DS , Nintendo , Simulation ,104286,12440713,98,2007-03-03,E,39144,Apr-05
249,9, New Super Mario Bros. , DS , Nintendo , Platform ,91421,9169835,42,2007-03-03,E,39144,May-06
250,10, Sonic and the Secret Rings , Wii , Sega , Platform ,69794,120549,2,2007-03-03,E,39144,Feb-07
251,11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,68262,6916414,94,2007-03-03,E,39144,May-05
252,12, Diddy Kong Racing DS , DS , Nintendo , Racing ,56341,284264,4,2007-03-03,E,39144,Feb-07
253,13, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,55823,2511970,15,2007-03-03,T,39144,Nov-06
254,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,50793,6968484,67,2007-03-03,E,39144,Nov-05
255,15, Mario Kart DS , DS , Nintendo , Racing ,50332,6265402,68,2007-03-03,E,39144,Nov-05
256,16, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,44028,904071,14,2007-03-03,E10+,39144,Nov-06
257,17, Gears of War , X360 , Microsoft Game Studios , Shooter ,40388,3586002,17,2007-03-03,M,39144,Nov-06
258,18, NBA Street Homecourt , X360 , Electronic Arts , Sports ,36300,105255,2,2007-03-03,E,39144,Feb-07
259,19, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,35710,214841,3,2007-03-03,E,39144,Feb-07
260,20, Major League Baseball 2K7 , PS3 , Spike , Sports ,33705,33705,1,2007-03-03,E,39144,Feb-07
261,21, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,31226,3941928,71,2007-03-03,M,39144,Oct-05
262,22, Big Brain Academy , DS , Nintendo , Misc ,30699,3107909,88,2007-03-03,E,39144,Jun-05
263,23, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,28797,4965741,24,2007-03-03,T,39144,Sep-06
264,24, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,27970,1234806,10,2007-03-03,E10+,39144,Dec-06
265,25, Unou no Tatsujin: Soukai! Machigai Museum 2 , DS , Namco Bandai Games , Misc ,24211,24211,1,2007-03-03,E,39144,Feb-07
266,26, Lost Planet: Extreme Condition , X360 , Capcom , Shooter ,24185,652688,11,2007-03-03,T,39144,Dec-06
267,27, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,24013,4192068,62,2007-03-03,E,39144,Dec-05
268,28, Grand Theft Auto: Vice City Stories , PSP , Take-Two Interactive , Action ,23152,1099148,18,2007-03-03,M,39144,Oct-06
269,29, Tom Clancy's Rainbow Six: Vegas , X360 , Ubisoft , Shooter ,22912,1013464,15,2007-03-03,M,39144,Nov-06
270,30, SSX Blur , Wii , Electronic Arts , Sports ,22373,22373,1,2007-03-03,E,39144,Feb-07
271,1, Yoshi's Island DS , DS , Nintendo , Platform ,300004,1025536,17,2007-03-10,E,39151,Nov-06
272,2, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,218927,218927,1,2007-03-10,T,39151,Mar-07
273,3, Wii Sports , Wii , Nintendo , Sports ,164558,4666621,16,2007-03-10,E,39151,Nov-06
274,4, Wii Play , Wii , Nintendo , Misc ,132179,1899347,15,2007-03-10,E,39151,Nov-06
275,5, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,109432,165846,13,2007-03-10,T,39151,Dec-06
276,6, Def Jam Icon , X360 , Electronic Arts , Action ,99536,99536,1,2007-03-10,M,39151,Mar-07
277,7, Crackdown , X360 , Microsoft Game Studios , Shooter ,96492,720626,3,2007-03-10,M,39151,Feb-07
278,8, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,96217,988495,3,2007-03-10,T,39151,Feb-07
279,9, Nintendogs , DS , Nintendo , Simulation ,94214,12534927,99,2007-03-10,E,39151,Apr-05
280,10, New Super Mario Bros. , DS , Nintendo , Platform ,78067,9247902,43,2007-03-10,E,39151,May-06
281,11, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,63448,6979862,95,2007-03-10,E,39151,May-05
282,12, Sonic and the Secret Rings , Wii , Sega , Platform ,61970,182519,3,2007-03-10,E,39151,Feb-07
283,13, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,58500,58500,1,2007-03-10,E10+,39151,Mar-07
284,14, Major League Baseball 2K7 , X360 , Spike , Sports ,57218,193047,2,2007-03-10,E,39151,Feb-07
285,15, Diddy Kong Racing DS , DS , Nintendo , Racing ,53124,337388,5,2007-03-10,E,39151,Feb-07
286,16, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,47588,2559558,16,2007-03-10,T,39151,Nov-06
287,17, Mario Kart DS , DS , Nintendo , Racing ,45447,6310849,69,2007-03-10,E,39151,Nov-05
288,18, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,45274,260115,4,2007-03-10,E,39151,Feb-07
289,19, Animal Crossing: Wild World , DS , Nintendo , Simulation ,42939,7011423,68,2007-03-10,E,39151,Nov-05
290,20, Super Robot Taisen W , DS , Banpresto , Strategy ,41747,200924,2,2007-03-10,T,39151,Feb-07
291,21, Dynasty Warriors Gundam , PS3 , Tecmo Koei , Action ,39987,214625,2,2007-03-10,T,39151,Feb-07
292,22, Gears of War , X360 , Microsoft Game Studios , Shooter ,36233,3622235,18,2007-03-10,M,39151,Nov-06
293,23, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,35788,939859,15,2007-03-10,E10+,39151,Nov-06
294,24, Def Jam Icon , PS3 , Electronic Arts , Action ,32674,32674,1,2007-03-10,M,39151,Mar-07
295,25, Wario: Master of Disguise , DS , Nintendo , Platform ,30536,285048,8,2007-03-10,E10+,39151,Jan-07
296,26, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,29624,3971552,72,2007-03-10,M,39151,Oct-05
297,27, NBA Street Homecourt , PS3 , Electronic Arts , Sports ,29201,29201,1,2007-03-10,E,39151,Mar-07
298,28, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,28942,1263748,11,2007-03-10,E10+,39151,Dec-06
299,29, Big Brain Academy , DS , Nintendo , Misc ,28793,3136702,89,2007-03-10,E,39151,Jun-05
300,30, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,25002,4990743,25,2007-03-10,T,39151,Sep-06
301,1, Wii Sports , Wii , Nintendo , Sports ,160031,4826652,17,2007-03-17,E,39158,Nov-06
302,2, Yoshi's Island DS , DS , Nintendo , Platform ,137585,1163121,18,2007-03-17,E,39158,Nov-06
303,3, Wii Play , Wii , Nintendo , Misc ,127079,2026426,16,2007-03-17,E,39158,Nov-06
304,4, Nintendogs , DS , Nintendo , Simulation ,89956,12624883,100,2007-03-17,E,39158,Apr-05
305,5, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,77061,295988,2,2007-03-17,T,39158,Mar-07
306,6, Kotoba no Puzzle: Mojipittan DS , DS , Namco Bandai Games , Puzzle ,76631,76631,1,2007-03-17,E,39158,Mar-07
307,7, New Super Mario Bros. , DS , Nintendo , Platform ,76030,9323932,44,2007-03-17,E,39158,May-06
308,8, Crackdown , X360 , Microsoft Game Studios , Shooter ,72210,792836,4,2007-03-17,M,39158,Feb-07
309,9, Tiger Woods PGA Tour 07 , Wii , Electronic Arts , Sports ,67591, NA ,5,2007-03-17,E,39158,Feb-07
310,10, Sonic and the Secret Rings , Wii , Sega , Platform ,63335,245854,4,2007-03-17,E,39158,Feb-07
311,11, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,61319,1049814,4,2007-03-17,T,39158,Feb-07
312,12, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,58358,7038220,96,2007-03-17,E,39158,May-05
313,13, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,52769,218615,14,2007-03-17,T,39158,Dec-06
314,14, Diddy Kong Racing DS , DS , Nintendo , Racing ,49779,387167,6,2007-03-17,E,39158,Feb-07
315,15, Major League Baseball 2K7 , X360 , Spike , Sports ,45691,238738,3,2007-03-17,E,39158,Feb-07
316,16, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,44072,2603630,17,2007-03-17,T,39158,Nov-06
317,17, Mario Kart DS , DS , Nintendo , Racing ,42518,6353367,70,2007-03-17,E,39158,Nov-05
318,18, Animal Crossing: Wild World , DS , Nintendo , Simulation ,42095,7053518,69,2007-03-17,E,39158,Nov-05
319,19, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,41822,100322,2,2007-03-17,E10+,39158,Mar-07
320,20, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,37980,298095,5,2007-03-17,E,39158,Feb-07
321,21, Def Jam Icon , X360 , Electronic Arts , Action ,34652,134188,2,2007-03-17,M,39158,Mar-07
322,22, Gears of War , X360 , Microsoft Game Studios , Shooter ,33735,3655970,19,2007-03-17,M,39158,Nov-06
323,23, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,31143,971002,16,2007-03-17,E10+,39158,Nov-06
324,24, Big Brain Academy , DS , Nintendo , Misc ,28061,3164763,90,2007-03-17,E,39158,Jun-05
325,25, Tokimeki Memorial: Girls Side 1st Love , DS , Konami Digital Entertainment , Adventure ,23817,23817,1,2007-03-17,E10+,39158,Mar-07
326,26, Super Robot Taisen W , DS , Banpresto , Strategy ,23023,223947,3,2007-03-17,T,39158,Feb-07
327,27, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,21863,4235266,64,2007-03-17,E,39158,Dec-05
328,28, Dragon Quest Monsters: Joker , DS , Square Enix , Role-Playing ,21537,1285285,12,2007-03-17,E10+,39158,Dec-06
329,29, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,21234,3992786,73,2007-03-17,M,39158,Oct-05
330,30, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,20877,5011620,26,2007-03-17,T,39158,Sep-06
331,1, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,208433,942749,20,2007-03-24,M,39165,Nov-06
332,2, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,183341,401956,15,2007-03-24,T,39165,Dec-06
333,3, Wii Sports , Wii , Nintendo , Sports ,159102,4985754,18,2007-03-24,E,39165,Nov-06
334,4, Wii Play , Wii , Nintendo , Misc ,125717,2152143,17,2007-03-24,E,39165,Nov-06
335,5, Yoshi's Island DS , DS , Nintendo , Platform ,105678,1268799,19,2007-03-24,E,39165,Nov-06
336,6, Nintendogs , DS , Nintendo , Simulation ,91921,12716804,101,2007-03-24,E,39165,Apr-05
337,7, New Super Mario Bros. , DS , Nintendo , Platform ,77444,9401376,45,2007-03-24,E,39165,May-06
338,8, Call of Duty 3 , PS3 , Activision , Shooter ,66755,291593,19,2007-03-24,T,39165,Nov-06
339,9, Kotoba no Puzzle: Mojipittan DS , DS , Namco Bandai Games , Puzzle ,63918,140549,2,2007-03-24,E,39165,Mar-07
340,10, Virtua Tennis 3 , PS3 , Sega , Sports ,63006,79183,3,2007-03-24,E,39165,Mar-07
341,11, The Elder Scrolls IV: Oblivion , PS3 , Ubisoft , Role-Playing ,57089,57089,1,2007-03-24,M,39165,Mar-07
342,12, Armored Core 4 , X360 , 505 Games , Simulation ,56220,56220,1,2007-03-24,T,39165,Mar-07
343,13, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,54088,7092308,97,2007-03-24,E,39165,May-05
344,14, Virtua Fighter 5 , PS3 , Sega , Fighting ,52133,215934,7,2007-03-24,T,39165,Feb-07
345,15, Ridge Racer 7 , PS3 , Namco Bandai Games , Racing ,50930,293865,20,2007-03-24,E,39165,Nov-06
346,16, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,48633,344621,3,2007-03-24,T,39165,Mar-07
347,17, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,48230,346325,6,2007-03-24,E,39165,Feb-07
348,18, Formula 1: Championship Edition , PS3 , Sony Computer Entertainment , Racing ,48111,79852,13,2007-03-24,E,39165,Dec-06
349,19, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,47702,1097516,5,2007-03-24,T,39165,Feb-07
350,20, Diddy Kong Racing DS , DS , Nintendo , Racing ,46646,433813,7,2007-03-24,E,39165,Feb-07
351,21, Animal Crossing: Wild World , DS , Nintendo , Simulation ,45166,7098684,70,2007-03-24,E,39165,Nov-05
352,22, Mario Kart DS , DS , Nintendo , Racing ,43724,6397091,71,2007-03-24,E,39165,Nov-05
353,23, Sonic and the Secret Rings , Wii , Sega , Platform ,43223,289077,5,2007-03-24,E,39165,Feb-07
354,24, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,41290,2644920,18,2007-03-24,T,39165,Nov-06
355,25, Genji: Days of the Blade , PS3 , Sony Computer Entertainment , Action ,41061,167172,20,2007-03-24,M,39165,Nov-06
356,26, Crackdown , X360 , Microsoft Game Studios , Shooter ,40194,833030,5,2007-03-24,M,39165,Feb-07
357,27, Major League Baseball 2K7 , X360 , Spike , Sports ,36487,275225,4,2007-03-24,E,39165,Feb-07
358,28, Tiger Woods PGA Tour 07 , Wii , Electronic Arts , Sports ,36161, NA ,5,2007-03-24,E,39165,Feb-07
359,29,Shin Chan Flipa en colores, DS , 505 Games , Platform ,35295,35295,1,2007-03-24,T,39165,Mar-07
360,30, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,32993,133315,3,2007-03-24,E10+,39165,Mar-07
361,1, Wii Sports , Wii , Nintendo , Sports ,139207,5124961,19,2007-03-31,E,39172,Nov-06
362,2, Wii Play , Wii , Nintendo , Misc ,108891,2261034,18,2007-03-31,E,39172,Nov-06
363,3, Nintendogs , DS , Nintendo , Simulation ,87663,12804467,102,2007-03-31,E,39172,Apr-05
364,4, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,84537,486493,16,2007-03-31,T,39172,Dec-06
365,5, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,83649,1026398,21,2007-03-31,M,39172,Nov-06
366,6, Digimon World: Dawn / Dusk , DS , Namco Bandai Games , Role-Playing ,77666,77666,1,2007-03-31,E,39172,Mar-07
367,7, New Super Mario Bros. , DS , Nintendo , Platform ,73457,9474832,46,2007-03-31,E,39172,May-06
368,8, Yoshi's Island DS , DS , Nintendo , Platform ,51816,1320615,20,2007-03-31,E,39172,Nov-06
369,9, Practise English! , DS , Nintendo , Misc ,51420,51420,1,2007-03-31,E,39172,Mar-07
370,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,50980,7143288,98,2007-03-31,E,39172,May-05
371,11, Diddy Kong Racing DS , DS , Nintendo , Racing ,45254,479067,8,2007-03-31,E,39172,Feb-07
372,12, Mario Kart DS , DS , Nintendo , Racing ,43649,6440740,72,2007-03-31,E,39172,Nov-05
373,13, Kotoba no Puzzle: Mojipittan DS , DS , Namco Bandai Games , Puzzle ,42893,183442,3,2007-03-31,E,39172,Mar-07
374,14, Tamagotchi no Appare! Niji Venture , DS , Namco Bandai Games , Role-Playing ,41983,41983,1,2007-03-31,E,39172,Mar-07
375,15, Animal Crossing: Wild World , DS , Nintendo , Simulation ,41731,7140415,71,2007-03-31,E,39172,Nov-05
376,16, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,38519,383140,4,2007-03-31,T,39172,Mar-07
377,17, Call of Duty 3 , PS3 , Activision , Shooter ,38379,329972,20,2007-03-31,T,39172,Nov-06
378,18, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,37635,2682555,19,2007-03-31,T,39172,Nov-06
379,19, Crackdown , X360 , Microsoft Game Studios , Shooter ,37035,870065,6,2007-03-31,M,39172,Feb-07
380,20, Sonic and the Secret Rings , Wii , Sega , Platform ,36884,325961,6,2007-03-31,E,39172,Feb-07
381,21, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,36027,382352,7,2007-03-31,E,39172,Feb-07
382,22, Virtua Tennis 3 , PS3 , Sega , Sports ,34008,113191,4,2007-03-31,E,39172,Mar-07
383,23, Major League Baseball 2K7 , X360 , Spike , Sports ,32606,307831,5,2007-03-31,E,39172,Feb-07
384,24, Gears of War , X360 , Microsoft Game Studios , Shooter ,31700,3720315,21,2007-03-31,M,39172,Nov-06
385,25, Monster Hunter Freedom 2 , PSP , Capcom , Role-Playing ,30754,1128270,6,2007-03-31,T,39172,Feb-07
386,26, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,28206,161521,4,2007-03-31,E10+,39172,Mar-07
387,27, Puzzle Quest: Challenge of the Warlords , DS , D3Publisher , Puzzle ,26762,46527,3,2007-03-31,E10+,39172,Mar-07
388,28, Big Brain Academy , DS , Nintendo , Misc ,26174,3218224,92,2007-03-31,E,39172,Jun-05
389,29, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,25228,1025293,18,2007-03-31,E10+,39172,Nov-06
390,30, Tiger Woods PGA Tour 07 , Wii , Electronic Arts , Sports ,23974, NA ,5,2007-03-31,E,39172,Feb-07
391,1, Guitar Hero II , X360 , Activision , Misc ,327080,327080,1,2007-04-07,T,39179,Mar-07
392,2, Wii Sports , Wii , Nintendo , Sports ,166164,5291125,20,2007-04-07,E,39179,Nov-06
393,3, Wii Play , Wii , Nintendo , Misc ,100251,2361285,19,2007-04-07,E,39179,Nov-06
394,4, Nintendogs , DS , Nintendo , Simulation ,84356,12888823,103,2007-04-07,E,39179,Apr-05
395,5, New Super Mario Bros. , DS , Nintendo , Platform ,74043,9548875,47,2007-04-07,E,39179,May-06
396,6, Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable , PSP , Namco Bandai Games , Shooter ,58837,58837,1,2007-04-07,T,39179,Mar-07
397,7, Yoshi's Island DS , DS , Nintendo , Platform ,55546,1376161,21,2007-04-07,E,39179,Nov-06
398,8, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,54681,1081079,22,2007-04-07,M,39179,Nov-06
399,9, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,50036,536529,17,2007-04-07,T,39179,Dec-06
400,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,49373,7192661,99,2007-04-07,E,39179,May-05
401,11, Mario Kart DS , DS , Nintendo , Racing ,42261,6483000,73,2007-04-07,E,39179,Nov-05
402,12, Animal Crossing: Wild World , DS , Nintendo , Simulation ,39469,7179884,72,2007-04-07,E,39179,Nov-05
403,13, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,37109,2719664,20,2007-04-07,T,39179,Nov-06
404,14, Practise English! , DS , Nintendo , Misc ,36045,87465,2,2007-04-07,E,39179,Mar-07
405,15, Diddy Kong Racing DS , DS , Nintendo , Racing ,35035,514102,9,2007-04-07,E,39179,Feb-07
406,16, Jikkyou Powerful Pro Yakyuu Portable 2 , PSP , Konami Digital Entertainment , Sports ,30578,30578,1,2007-04-07,T,39179,Mar-07
407,17, Crackdown , X360 , Microsoft Game Studios , Shooter ,30034,900099,7,2007-04-07,M,39179,Feb-07
408,18, Sonic and the Secret Rings , Wii , Sega , Platform ,29736,355697,7,2007-04-07,E,39179,Feb-07
409,19, Call of Duty 3 , PS3 , Activision , Shooter ,29359,359331,21,2007-04-07,T,39179,Nov-06
410,20, Virtua Tennis 3 , PS3 , Sega , Sports ,29208,142399,5,2007-04-07,E,39179,Mar-07
411,21, Gears of War , X360 , Microsoft Game Studios , Shooter ,28531,3748846,22,2007-04-07,M,39179,Nov-06
412,22, Meitantei Conan: Tantei Ryoku Trainer , DS , Namco Bandai Games , Misc ,26956,26956,1,2007-04-07,E10+,39179,Mar-07
413,23, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,26891,409243,8,2007-04-07,E,39179,Feb-07
414,24, Prince of Persia: Rival Swords , Wii , Ubisoft , Action ,26389,26389,1,2007-04-07,T,39179,Mar-07
415,25, Digimon World: Dawn / Dusk , DS , Namco Bandai Games , Role-Playing ,26036,103702,2,2007-04-07,E,39179,Mar-07
416,26, Kotoba no Puzzle: Mojipittan DS , DS , Namco Bandai Games , Puzzle ,25627,209069,4,2007-04-07,E,39179,Mar-07
417,27, Big Brain Academy , DS , Nintendo , Misc ,25530,3243754,93,2007-04-07,E,39179,Jun-05
418,28, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,25440,408580,5,2007-04-07,T,39179,Mar-07
419,29, Major League Baseball 2K7 , X360 , Spike , Sports ,24109,331940,6,2007-04-07,E,39179,Feb-07
420,30, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,23678,185199,5,2007-04-07,E10+,39179,Mar-07
421,1, Apollo Justice: Ace Attorney , DS , Capcom , Adventure ,250636,250636,1,2007-04-14,T,39186,Apr-07
422,2, Wii Sports , Wii , Nintendo , Sports ,176417,5467542,21,2007-04-14,E,39186,Nov-06
423,3, Super Paper Mario , Wii , Nintendo , Platform ,165055,165055,1,2007-04-14,E,39186,Apr-07
424,4, Wii Play , Wii , Nintendo , Misc ,118243,2479528,20,2007-04-14,E,39186,Nov-06
425,5, Guitar Hero II , X360 , Activision , Misc ,97142,424222,2,2007-04-14,T,39186,Mar-07
426,6, Mario vs. Donkey Kong 2: March of the Minis , DS , Nintendo , Puzzle ,95505,638675,29,2007-04-14,E,39186,Sep-06
427,7, Nintendogs , DS , Nintendo , Simulation ,89167,12977990,104,2007-04-14,E,39186,Apr-05
428,8, New Super Mario Bros. , DS , Nintendo , Platform ,65574,9614450,48,2007-04-14,E,39186,May-06
429,9, Yoshi's Island DS , DS , Nintendo , Platform ,52411,1428572,22,2007-04-14,E,39186,Nov-06
430,10, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,49763,7242424,100,2007-04-14,E,39186,May-05
431,11, Resistance: Fall of Man , PS3 , Sony Computer Entertainment , Shooter ,40296,1121375,23,2007-04-14,M,39186,Nov-06
432,12, Mario Kart DS , DS , Nintendo , Racing ,40125,6523126,74,2007-04-14,E,39186,Nov-05
433,13, The Legend of Zelda: Twilight Princess , Wii , Nintendo , Adventure ,38371,2758035,21,2007-04-14,T,39186,Nov-06
434,14, Animal Crossing: Wild World , DS , Nintendo , Simulation ,37553,7217437,73,2007-04-14,E,39186,Nov-05
435,15, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,37175,573704,18,2007-04-14,T,39186,Dec-06
436,16, Practise English! , DS , Nintendo , Misc ,26400,113865,3,2007-04-14,E,39186,Mar-07
437,17, Big Brain Academy , DS , Nintendo , Misc ,25581,3269335,94,2007-04-14,E,39186,Jun-05
438,18, Gears of War , X360 , Microsoft Game Studios , Shooter ,25474,3774320,23,2007-04-14,M,39186,Nov-06
439,19, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,24586,433829,9,2007-04-14,E,39186,Feb-07
440,20, Diddy Kong Racing DS , DS , Nintendo , Racing ,24235,538337,10,2007-04-14,E,39186,Feb-07
441,21, Sonic and the Secret Rings , Wii , Sega , Platform ,24022,379719,8,2007-04-14,E,39186,Feb-07
442,22, Grand Theft Auto: Liberty City Stories , PSP , Capcom , Action ,22172,4054869,77,2007-04-14,M,39186,Oct-05
443,23, Call of Duty 3 , PS3 , Activision , Shooter ,22105,381436,22,2007-04-14,T,39186,Nov-06
444,24, Crackdown , X360 , Microsoft Game Studios , Shooter ,21822,921921,8,2007-04-14,M,39186,Feb-07
445,25, Cooking Mama , DS , 505 Games , Simulation ,21054,439956,56,2007-04-14,E,39186,Mar-06
446,26, Spectrobes , DS , Disney Interactive Studios , Role-Playing ,20586,205785,6,2007-04-14,E10+,39186,Mar-07
447,27, Major League Baseball 2K7 , X360 , Spike , Sports ,20100,352040,7,2007-04-14,E,39186,Feb-07
448,28, Watashi no Relaxuma , DS , Rocket Company , Simulation ,19156,19156,1,2007-04-14,M,39186,Apr-07
449,29, Tom Clancy's Ghost Recon Advanced Warfighter 2 , X360 , Ubisoft , Shooter ,19067,427647,6,2007-04-14,T,39186,Mar-07
450,30, WarioWare: Smooth Moves , Wii , Nintendo , Puzzle ,18663,1065224,20,2007-04-14,E10+,39186,Nov-06
451,1, Super Paper Mario , Wii , Nintendo , Platform ,251117,416172,2,2007-04-21,E,39193,Apr-07
452,2, Wii Sports , Wii , Nintendo , Sports ,203662,5671204,22,2007-04-21,E,39193,Nov-06
453,3, Wii Play , Wii , Nintendo , Misc ,138833,2618361,21,2007-04-21,E,39193,Nov-06
454,4, Nintendogs , DS , Nintendo , Simulation ,83940,13061930,105,2007-04-21,E,39193,Apr-05
455,5, New Super Mario Bros. , DS , Nintendo , Platform ,68197,9682647,49,2007-04-21,E,39193,May-06
456,6, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,59310,7301734,101,2007-04-21,E,39193,May-05
457,7, Apollo Justice: Ace Attorney , DS , Capcom , Adventure ,54613,305249,2,2007-04-21,T,39193,Apr-07
458,8, Final Fantasy Anniversary Edition , PSP , Square Enix , Role-Playing ,51664,51664,1,2007-04-21,E10+,39193,Apr-07
459,9, Mario vs. Donkey Kong 2: March of the Minis , DS , Nintendo , Puzzle ,50384,689059,30,2007-04-21,E,39193,Sep-06
