id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,when
1425,15, Assassin's Creed , PS3 , Ubisoft , Adventure ,193439,892555,3,2007-12-01,M,39417,Nov-07
1426,16, Marvel: Ultimate Alliance , X360 , Activision , Role-Playing ,187528,1353149,58,2007-12-01,T,39417,Oct-06
1427,17, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,178888,11995380,63,2007-12-01,T,39417,Sep-06
1428,18, Halo 3 , X360 , Microsoft Game Studios , Shooter ,162163,5893630,10,2007-12-01,M,39417,Sep-07
1429,19, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,138717,920755,4,2007-12-01,M,39417,Nov-07
1430,20, New Super Mario Bros. , DS , Nintendo , Platform ,137470,11913403,81,2007-12-01,E,39417,May-06
1431,21, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,131847,2288016,23,2007-12-01,E,39417,Jun-07
1432,22, Need for Speed: ProStreet , X360 , Electronic Arts , Racing ,128883,394645,3,2007-12-01,E10+,39417,Nov-07
1433,23, Mario Party 8 , Wii , Nintendo , Misc ,128392,3028912,27,2007-12-01,E,39417,May-07
1434,24, Dragon Quest IV: Chapters of the Chosen , DS , Square Enix , Role-Playing ,126115,726548,2,2007-12-01,E10+,39417,Nov-07
1435,25, Need for Speed: ProStreet , PS3 , Electronic Arts , Racing ,126070,335881,3,2007-12-01,E10+,39417,Nov-07
1436,26, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,125471,764505,5,2007-12-01,T,39417,Oct-07
1437,27, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,124820,1023255,27,2007-12-01,E,39417,May-07
1438,28, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,124611,1177483,5,2007-12-01,T,39417,Oct-07
1439,29, Cooking Mama , DS , 505 Games , Simulation ,119750,1738960,89,2007-12-01,E,39417,Mar-06
1440,30, Mario Kart DS , DS , Nintendo , Racing ,104481,7994453,107,2007-12-01,E,39417,Nov-05
1441,1, Wii Sports , Wii , Nintendo , Sports ,647485,14801936,55,2007-12-08,E,39424,Nov-06
1442,2, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,417049,1131831,5,2007-12-08,E,39424,Nov-07
1443,3, Super Mario Galaxy , Wii , Nintendo , Platform ,395726,2424977,6,2007-12-08,E,39424,Oct-07
1444,4, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,361577,2424546,5,2007-12-08,M,39424,Nov-07
1445,5, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,346239,7455896,102,2007-12-08,E,39424,Dec-05
1446,6, Wii Play , Wii , Nintendo , Misc ,306183,7282824,54,2007-12-08,E,39424,Nov-06
1447,7, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,279448,9958605,134,2007-12-08,E,39424,May-05
1448,8, Assassin's Creed , X360 , Ubisoft , Adventure ,266717,1781239,4,2007-12-08,M,39424,Nov-07
1449,9, Nintendogs , DS , Nintendo , Simulation ,264807,16210216,138,2007-12-08,E,39424,Apr-05
1450,10, Mario Party DS , DS , Nintendo , Misc ,264682,1107044,5,2007-12-08,E,39424,Nov-07
1451,11, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,248005,2259729,29,2007-12-08,E,39424,May-07
1452,12, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,220828,12216208,64,2007-12-08,T,39424,Sep-06
1453,13, Marvel: Ultimate Alliance , X360 , Activision , Role-Playing ,210893,1564042,59,2007-12-08,T,39424,Oct-06
1454,14, Halo 3 , X360 , Microsoft Game Studios , Shooter ,207198,6100828,11,2007-12-08,M,39424,Sep-07
1455,15, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,201784,2489800,24,2007-12-08,E,39424,Jun-07
1456,16, Mario Party 8 , Wii , Nintendo , Misc ,197695,3226607,28,2007-12-08,E,39424,May-07
1457,17, New Super Mario Bros. , DS , Nintendo , Platform ,186451,12099853,82,2007-12-08,E,39424,May-06
1458,18, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,172541,1093296,5,2007-12-08,M,39424,Nov-07
1459,19, Assassin's Creed , PS3 , Ubisoft , Adventure ,171390,1063945,4,2007-12-08,M,39424,Nov-07
1460,20, Link's Crossbow Training , Wii , Nintendo , Shooter ,158983,381623,3,2007-12-08,T,39424,Nov-07
1461,21, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,152868,1176123,28,2007-12-08,E,39424,May-07
1462,22, Wii Fit , Wii , Nintendo , Sports ,152840,405350,2,2007-12-08,E,39424,Nov-07
1463,23, Cooking Mama , DS , 505 Games , Simulation ,150914,1889874,90,2007-12-08,E,39424,Mar-06
1464,24, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,149645,270097,4,2007-12-08,T,39424,Nov-07
1465,25, MySims , DS , Electronic Arts , Simulation ,148702,951895,12,2007-12-08,E,39424,Sep-07
1466,26, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,142267,1319750,6,2007-12-08,T,39424,Oct-07
1467,27, Mass Effect , X360 , Microsoft Game Studios , Role-Playing ,140615,776626,3,2007-12-08,M,39424,Nov-07
1468,28, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,138740,903245,6,2007-12-08,T,39424,Oct-07
1469,29, Mario Kart DS , DS , Nintendo , Racing ,124137,8118591,108,2007-12-08,E,39424,Nov-05
1470,30, Need for Speed: ProStreet , PS3 , Electronic Arts , Racing ,120876,456757,4,2007-12-08,E10+,39424,Nov-07
1471,1, Wii Sports , Wii , Nintendo , Sports ,573749,15375685,56,2007-12-15,E,39431,Nov-06
1472,2, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,517826,2942372,6,2007-12-15,M,39431,Nov-07
1473,3, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,515944,1647775,6,2007-12-15,E,39431,Nov-07
1474,4, Super Mario Galaxy , Wii , Nintendo , Platform ,500324,2925301,7,2007-12-15,E,39431,Oct-07
1475,5, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,488097,7943993,103,2007-12-15,E,39431,Dec-05
1476,6, Wii Play , Wii , Nintendo , Misc ,418681,7701505,55,2007-12-15,E,39431,Nov-06
1477,7, Mario Party DS , DS , Nintendo , Misc ,355976,1463020,6,2007-12-15,E,39431,Nov-07
1478,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,352527,10311132,135,2007-12-15,E,39431,May-05
1479,9, Assassin's Creed , X360 , Ubisoft , Adventure ,336418,2117657,5,2007-12-15,M,39431,Nov-07
1480,10, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,275886,2535615,30,2007-12-15,E,39431,May-07
1481,11, Nintendogs , DS , Nintendo , Simulation ,272396,16482612,139,2007-12-15,E,39431,Apr-05
1482,12, Halo 3 , X360 , Microsoft Game Studios , Shooter ,260028,6360856,12,2007-12-15,M,39431,Sep-07
1483,13, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,257862,12474070,65,2007-12-15,T,39431,Sep-06
1484,14, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,242405,1335701,6,2007-12-15,M,39431,Nov-07
1485,15, Marvel: Ultimate Alliance , X360 , Activision , Role-Playing ,238069,1802111,60,2007-12-15,T,39431,Oct-06
1486,16, New Super Mario Bros. , DS , Nintendo , Platform ,236809,12336662,83,2007-12-15,E,39431,May-06
1487,17, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,233568,2723368,25,2007-12-15,E,39431,Jun-07
1488,18, Mario Party 8 , Wii , Nintendo , Misc ,233138,3459745,29,2007-12-15,E,39431,May-07
1489,19, Assassin's Creed , PS3 , Ubisoft , Adventure ,198147,1262092,5,2007-12-15,M,39431,Nov-07
1490,20, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,186148,1505898,7,2007-12-15,T,39431,Oct-07
1491,21, MySims , DS , Electronic Arts , Simulation ,183694,1135589,13,2007-12-15,E,39431,Sep-07
1492,22, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,171118,441215,5,2007-12-15,T,39431,Nov-07
1493,23, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,170436,1346559,29,2007-12-15,E,39431,May-07
1494,24, Cooking Mama , DS , 505 Games , Simulation ,168970,2058844,91,2007-12-15,E,39431,Mar-06
1495,25, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,164044,1067289,7,2007-12-15,T,39431,Oct-07
1496,26, Mario Kart DS , DS , Nintendo , Racing ,160801,8279392,109,2007-12-15,E,39431,Nov-05
1497,27, Madden NFL 08 , X360 , Electronic Arts , Sports ,148732,1583925,18,2007-12-15,E,39431,Aug-07
1498,28, Daxter , PSP , Sony Computer Entertainment , Platform ,145588,1798823,92,2007-12-15,E10+,39431,Mar-06
1499,29, Need for Speed: ProStreet , PS3 , Electronic Arts , Racing ,142334,599091,5,2007-12-15,E10+,39431,Nov-07
1500,30, MotorStorm , PS3 , Sony Computer Entertainment , Racing ,138313,2233016,53,2007-12-15,T,39431,Dec-06
1501,1, Wii Sports , Wii , Nintendo , Sports ,1310771,16686456,57,2007-12-22,E,39438,Nov-06
1502,2, Super Mario Galaxy , Wii , Nintendo , Platform ,843273,3768574,8,2007-12-22,E,39438,Oct-07
1503,3, Wii Play , Wii , Nintendo , Misc ,825061,8526566,56,2007-12-22,E,39438,Nov-06
1504,4, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,657128,8601121,104,2007-12-22,E,39438,Dec-05
1505,5, Mario & Sonic at the Olympic Games , Wii , Nintendo , Sports ,630825,2278600,7,2007-12-22,E,39438,Nov-07
1506,6, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,625121,3567493,7,2007-12-22,M,39438,Nov-07
1507,7, Mario Party DS , DS , Nintendo , Misc ,559424,2022444,7,2007-12-22,E,39438,Nov-07
1508,8, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,515502,10826634,136,2007-12-22,E,39438,May-05
1509,9, Assassin's Creed , X360 , Ubisoft , Adventure ,398795,2516452,6,2007-12-22,M,39438,Nov-07
1510,10, New Super Mario Bros. , DS , Nintendo , Platform ,343059,12679722,84,2007-12-22,E,39438,May-06
1511,11, Nintendogs , DS , Nintendo , Simulation ,339009,16821621,140,2007-12-22,E,39438,Apr-05
1512,12, Pokemon Diamond/Pokemon Pearl , DS , Nintendo , Role-Playing ,323073,12797143,66,2007-12-22,T,39438,Sep-06
1513,13, Call of Duty 4: Modern Warfare , PS3 , Activision , Shooter ,308708,1644409,7,2007-12-22,M,39438,Nov-07
1514,14, Assassin's Creed , PS3 , Ubisoft , Adventure ,307636,1569728,6,2007-12-22,M,39438,Nov-07
1515,15, Final Fantasy IV , DS , Square Enix , Role-Playing ,306900,306900,1,2007-12-22,E10+,39438,Dec-07
1516,16, The Legend of Zelda: Phantom Hourglass , DS , Nintendo , Adventure ,305604,3028972,26,2007-12-22,E,39438,Jun-07
1517,17, Forza Motorsport 2 , X360 , Microsoft Game Studios , Racing ,304441,2840056,31,2007-12-22,E,39438,May-07
1518,18, Mario Party 8 , Wii , Nintendo , Misc ,298321,3758066,30,2007-12-22,E,39438,May-07
1519,19, Halo 3 , X360 , Microsoft Game Studios , Shooter ,297499,6658355,13,2007-12-22,M,39438,Sep-07
1520,20, Marvel: Ultimate Alliance , X360 , Activision , Role-Playing ,254327,2056438,61,2007-12-22,T,39438,Oct-06
1521,21, Flash Focus: Vision Training in Minutes a Day , DS , Nintendo , Misc ,244766,1591325,30,2007-12-22,E,39438,May-07
1522,22, Mario Kart DS , DS , Nintendo , Racing ,226086,8505477,110,2007-12-22,E,39438,Nov-05
1523,23, Madden NFL 08 , X360 , Electronic Arts , Sports ,224961,1808886,19,2007-12-22,E,39438,Aug-07
1524,24, Guitar Hero III: Legends of Rock , X360 , Activision , Misc ,223685,1729583,8,2007-12-22,T,39438,Oct-07
1525,25, MySims , DS , Electronic Arts , Simulation ,222549,1358138,14,2007-12-22,E,39438,Sep-07
1526,26, Wii Fit , Wii , Nintendo , Sports ,216456,743136,4,2007-12-22,E,39438,Nov-07
1527,27, Cooking Mama , DS , 505 Games , Simulation ,205195,2264039,92,2007-12-22,E,39438,Mar-06
1528,28, Uncharted: Drake's Fortune , PS3 , Sony Computer Entertainment , Action ,192613,633828,6,2007-12-22,T,39438,Nov-07
1529,29, Guitar Hero III: Legends of Rock , Wii , Activision , Misc ,176934,1244223,8,2007-12-22,T,39438,Oct-07
1530,30, Daxter , PSP , Sony Computer Entertainment , Platform ,169344,1968167,93,2007-12-22,E10+,39438,Mar-06
