id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,whenint,when,whenyear
7703,23, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,66060,696527,8,2012-01-07,T,40915,40859,2011-11-12,2011
7704,24, Wii Party ( Wii ), Wii , Nintendo , Misc ,63246,7040884,79,2012-01-07,E,40915,40362,2010-07-03,2010
7705,25, Inazuma Eleven GO ( 3DS ), 3DS , Level 5 , Role-Playing ,62876,346714,4,2012-01-07,E10+,40915,40887,2011-12-10,2011
7706,26, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,61600,3166204,15,2012-01-07,E,40915,40810,2011-09-24,2011
7707,27, Wii Sports Resort ( Wii ), Wii , Nintendo , Sports ,60687,29178276,133,2012-01-07,E,40915,39984,2009-06-20,2009
7708,28, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,58942,2913783,8,2012-01-07,E10+,40915,40859,2011-11-12,2011
7709,29, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,57353,3468813,10,2012-01-07,T,40915,40845,2011-10-29,2011
7710,30, Dance Central 2 ( X360 ), X360 , Microsoft Game Studios , Misc ,54284,1323849,12,2012-01-07,T,40915,40831,2011-10-15,2011
7711,1, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,166373,7572974,15,2012-01-14,E,40922,40817,2011-10-01,2011
7712,2, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,146700,4328537,7,2012-01-14,E,40922,40873,2011-11-26,2011
7713,3, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,126129,4918034,11,2012-01-14,E,40922,40845,2011-10-29,2011
7714,4, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,124461,15127416,63,2012-01-14,E,40922,40481,2010-10-30,2010
7715,5, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,106703,11803622,10,2012-01-14,M,40922,40852,2011-11-05,2011
7716,6, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,98563,4371929,61,2012-01-14,E,40922,40495,2010-11-13,2010
7717,7, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,98242,10213861,10,2012-01-14,M,40922,40852,2011-11-05,2011
7718,8, Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God ( PSP ), PSP , Namco Bandai Games , Strategy ,80529,80529,1,2012-01-14,T,40922,40915,2012-01-07,2012
7719,9, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,78777,5046196,10,2012-01-14,M,40922,40852,2011-11-05,2011
7720,10, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,71674,3070017,10,2012-01-14,M,40922,40852,2011-11-05,2011
7721,11, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,62500,759027,9,2012-01-14,T,40922,40859,2011-11-12,2011
7722,12, Star Wars: The Old Republic ( PC ), PC , Electronic Arts , Role-Playing ,60926,1897097,4,2012-01-14,T,40922,40894,2011-12-17,2011
7723,13, NBA 2K12 ( PS3 ), PS3 , Take-Two Interactive , Sports ,58303,1227507,15,2012-01-14,E,40922,40817,2011-10-01,2011
7724,14, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,56577,4549019,12,2012-01-14,M,40922,40838,2011-10-22,2011
7725,15, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,52487,1446226,15,2012-01-14,E,40922,40817,2011-10-01,2011
7726,16, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,51976,4988488,16,2012-01-14,E,40922,40810,2011-09-24,2011
7727,17, Your Shape: Fitness Evolved 2012 ( X360 ), X360 , Ubisoft , Sports ,49569,344118,10,2012-01-14,E,40922,40852,2011-11-05,2011
7728,18, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,49166,1649833,12,2012-01-14,E,40922,40838,2011-10-22,2011
7729,19, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,47372,31203671,197,2012-01-14,E,40922,39543,2008-04-05,2008
7730,20, Monster Hunter 3G ( 3DS ), 3DS , Capcom , Role-Playing ,45273,1131085,6,2012-01-14,T,40922,40880,2011-12-03,2011
7731,21, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,43594,24504830,113,2012-01-14,E,40922,40131,2009-11-14,2009
7732,22, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,43185,5177393,12,2012-01-14,M,40922,40838,2011-10-22,2011
7733,23, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,37869,2258555,9,2012-01-14,E,40922,40859,2011-11-12,2011
7734,24, Wii Fit Plus ( Wii ), Wii , Nintendo , Sports ,37635,20140497,120,2012-01-14,E,40922,40082,2009-09-26,2009
7735,25, Just Dance 3 ( X360 ), X360 , Ubisoft , Misc ,35698,1431453,15,2012-01-14,E,40922,40817,2011-10-01,2011
7736,26, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,35511,3504324,11,2012-01-14,T,40922,40845,2011-10-29,2011
7737,27, UFC Personal Trainer: The Ultimate Fitness System ( X360 ), X360 , THQ , Sports ,34603,350621,29,2012-01-14,E,40922,40719,2011-06-25,2011
7738,28, The Legend of Zelda: Skyward Sword ( Wii ), Wii , Nintendo , Action ,33129,2946912,9,2012-01-14,E10+,40922,40859,2011-11-12,2011
7739,29, The Elder Scrolls V: Skyrim ( PC ), PC , Bethesda Softworks , Role-Playing ,31860,1827547,10,2012-01-14,M,40922,40852,2011-11-05,2011
7740,30, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,31694,2896296,9,2012-01-14,M,40922,40859,2011-11-12,2011
7741,1, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,138325,7711299,16,2012-01-21,E,40929,40817,2011-10-01,2011
7742,2, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,114923,4443460,8,2012-01-21,E,40929,40873,2011-11-26,2011
7743,3, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,99324,15226740,64,2012-01-21,E,40929,40481,2010-10-30,2010
7744,4, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,97657,5015691,12,2012-01-21,E,40929,40845,2011-10-29,2011
7745,5, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,92658,11896280,11,2012-01-21,M,40929,40852,2011-11-05,2011
7746,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,85688,10299549,11,2012-01-21,M,40929,40852,2011-11-05,2011
7747,7, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,85652,4457581,62,2012-01-21,E,40929,40495,2010-11-13,2010
7748,8, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,75611,5121807,11,2012-01-21,M,40929,40852,2011-11-05,2011
7749,9, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,61044,3131061,11,2012-01-21,M,40929,40852,2011-11-05,2011
7750,10, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,53980,4602999,13,2012-01-21,M,40929,40838,2011-10-22,2011
7751,11, Star Wars: The Old Republic ( PC ), PC , Electronic Arts , Role-Playing ,53080,1950177,5,2012-01-21,T,40929,40894,2011-12-17,2011
7752,12, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,49622,808649,10,2012-01-21,T,40929,40859,2011-11-12,2011
7753,13, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,49441,5037929,17,2012-01-21,E,40929,40810,2011-09-24,2011
7754,14, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,46519,1492745,16,2012-01-21,E,40929,40817,2011-10-01,2011
7755,15, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,42616,1692449,13,2012-01-21,E,40929,40838,2011-10-22,2011
7756,16, NBA 2K12 ( PS3 ), PS3 , Take-Two Interactive , Sports ,39959,1267466,16,2012-01-21,E,40929,40817,2011-10-01,2011
7757,17, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,39942,31243613,198,2012-01-21,E,40929,39543,2008-04-05,2008
7758,18, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,39114,5216507,13,2012-01-21,M,40929,40838,2011-10-22,2011
7759,19, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,36336,24541166,114,2012-01-21,E,40929,40131,2009-11-14,2009
7760,20, Gran Turismo 5 ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,36028,7429782,61,2012-01-21,E,40929,40502,2010-11-20,2010
7761,21, Your Shape: Fitness Evolved 2012 ( X360 ), X360 , Ubisoft , Sports ,34678,378796,11,2012-01-21,E,40929,40852,2011-11-05,2011
7762,22, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,33020,3537344,12,2012-01-21,T,40929,40845,2011-10-29,2011
7763,23, Monster Hunter 3G ( 3DS ), 3DS , Capcom , Role-Playing ,32578,1163663,7,2012-01-21,T,40929,40880,2011-12-03,2011
7764,24, UFC Personal Trainer: The Ultimate Fitness System ( X360 ), X360 , THQ , Sports ,31389,382010,30,2012-01-21,E,40929,40719,2011-06-25,2011
7765,25, Rhythm Thief & the Emperor's Treasure ( 3DS ), 3DS , Sega , Misc ,30815,30815,1,2012-01-21,E10+,40929,40922,2012-01-14,2012
7766,26, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,30567,2289122,10,2012-01-21,E,40929,40859,2011-11-12,2011
7767,27, Saints Row: The Third ( X360 ), X360 , THQ , Action ,30288,1835621,10,2012-01-21,M,40929,40859,2011-11-12,2011
7768,28, Kinect Sports ( X360 ), X360 , Microsoft Game Studios , Sports ,29868,3890238,64,2012-01-21,E10+,40929,40481,2010-10-30,2010
7769,29, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,29489,2925785,10,2012-01-21,M,40929,40859,2011-11-12,2011
7770,30, The Elder Scrolls V: Skyrim ( PC ), PC , Bethesda Softworks , Role-Playing ,29364,1856911,11,2012-01-21,M,40929,40852,2011-11-05,2011
7771,1, Resident Evil: Revelations ( 3DS ), 3DS , Capcom , Action ,208906,208906,1,2012-01-28,M,40936,40929,2012-01-21,2012
7772,2, Armored Core V ( PS3 ), PS3 , From Software , Simulation ,164981,164981,1,2012-01-28,T,40936,40929,2012-01-21,2012
7773,3, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,135451,7846750,17,2012-01-28,E,40936,40817,2011-10-01,2011
7774,4, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,101930,4545390,9,2012-01-28,E,40936,40873,2011-11-26,2011
7775,5, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,94907,11991187,12,2012-01-28,M,40936,40852,2011-11-05,2011
7776,6, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,90027,4547608,63,2012-01-28,E,40936,40495,2010-11-13,2010
7777,7, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,87476,10387025,12,2012-01-28,M,40936,40852,2011-11-05,2011
7778,8, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,84505,5100196,13,2012-01-28,E,40936,40845,2011-10-29,2011
7779,9, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,81760,15308500,65,2012-01-28,E,40936,40481,2010-10-30,2010
7780,10, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,76833,5198640,12,2012-01-28,M,40936,40852,2011-11-05,2011
7781,11, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,57711,3188772,12,2012-01-28,M,40936,40852,2011-11-05,2011
7782,12, Tales of Innocence R ( PSV ), PSV , Namco Bandai Games , Role-Playing ,54820,54820,1,2012-01-28,T,40936,40929,2012-01-21,2012
7783,13, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,54773,1547518,17,2012-01-28,E,40936,40817,2011-10-01,2011
7784,14, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,52653,861302,11,2012-01-28,T,40936,40859,2011-11-12,2011
7785,15, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,51147,5089076,18,2012-01-28,E,40936,40810,2011-09-24,2011
7786,16, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,51055,4654054,14,2012-01-28,M,40936,40838,2011-10-22,2011
7787,17, Gran Turismo 5 ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,44294,7474076,62,2012-01-28,E,40936,40502,2010-11-20,2010
7788,18, Star Wars: The Old Republic ( PC ), PC , Electronic Arts , Role-Playing ,44013,1994190,6,2012-01-28,T,40936,40894,2011-12-17,2011
7789,19, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,42644,5259151,14,2012-01-28,M,40936,40838,2011-10-22,2011
7790,20, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,39409,31283022,199,2012-01-28,E,40936,39543,2008-04-05,2008
7791,21, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,38920,24580086,115,2012-01-28,E,40936,40131,2009-11-14,2009
7792,22, NBA 2K12 ( PS3 ), PS3 , Take-Two Interactive , Sports ,38894,1306360,17,2012-01-28,E,40936,40817,2011-10-01,2011
7793,23, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,38521,3575865,13,2012-01-28,T,40936,40845,2011-10-29,2011
7794,24, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,38480,2964265,11,2012-01-28,M,40936,40859,2011-11-12,2011
7795,25, Skylanders: Spyro's Adventure ( Wii ), Wii , Activision , Action ,35254,1214069,16,2012-01-28,E10+,40936,40824,2011-10-08,2011
7796,26, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,32687,3072007,11,2012-01-28,M,40936,40859,2011-11-12,2011
7797,27, FIFA Soccer 12 ( X360 ), X360 , Electronic Arts , Sports ,30969,3256484,18,2012-01-28,E,40936,40810,2011-09-24,2011
7798,28, Kinect Sports: Season Two ( X360 ), X360 , Microsoft Game Studios , Sports ,30186,1722635,14,2012-01-28,E,40936,40838,2011-10-22,2011
7799,29, Wii Party ( Wii ), Wii , Nintendo , Misc ,29751,7127392,82,2012-01-28,E,40936,40362,2010-07-03,2010
7800,30, Mario & Sonic at the London 2012 Olympic Games ( Wii ), Wii , Sega , Sports ,28365,2317487,11,2012-01-28,E,40936,40859,2011-11-12,2011
7801,1, Final Fantasy XIII-2 ( PS3 ), PS3 , Square Enix , Role-Playing ,552408,1336887,8,2012-02-04,T,40943,40887,2011-12-10,2011
7802,2, Final Fantasy XIII-2 ( X360 ), X360 , Square Enix , Role-Playing ,232542,244706,8,2012-02-04,T,40943,40887,2011-12-10,2011
7803,3, SoulCalibur V ( PS3 ), PS3 , Namco Bandai Games , Fighting ,209052,209052,1,2012-02-04,T,40943,40936,2012-01-28,2012
7804,4, SoulCalibur V ( X360 ), X360 , Namco Bandai Games , Fighting ,172651,172651,1,2012-02-04,T,40943,40936,2012-01-28,2012
7805,5, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,109507,7956257,18,2012-02-04,E,40943,40817,2011-10-01,2011
7806,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,97623,10484648,13,2012-02-04,M,40943,40852,2011-11-05,2011
7807,7, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,91101,4636491,10,2012-02-04,E,40943,40873,2011-11-26,2011
7808,8, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,89701,12080888,13,2012-02-04,M,40943,40852,2011-11-05,2011
7809,9, Metal Gear Solid HD Collection ( PS3 ), PS3 , Konami Digital Entertainment , Simulation ,88877,381835,13,2012-02-04,M,40943,40852,2011-11-05,2011
7810,10, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,81864,4629472,64,2012-02-04,E,40943,40495,2010-11-13,2010
7811,11, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,74604,5174800,14,2012-02-04,E,40943,40845,2011-10-29,2011
7812,12, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,68740,5267380,13,2012-02-04,M,40943,40852,2011-11-05,2011
7813,13, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,62790,15371290,66,2012-02-04,E,40943,40481,2010-10-30,2010
7814,14, Resident Evil: Revelations ( 3DS ), 3DS , Capcom , Action ,60570,269476,2,2012-02-04,M,40943,40929,2012-01-21,2012
7815,15, Gran Turismo 5 ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,59622,7533698,63,2012-02-04,E,40943,40502,2010-11-20,2010
7816,16, Metal Gear Solid HD Collection ( X360 ), X360 , Konami Digital Entertainment , Simulation ,58029,303134,13,2012-02-04,M,40943,40852,2011-11-05,2011
7817,17, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,57091,4711145,15,2012-02-04,M,40943,40838,2011-10-22,2011
7818,18, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,55844,3244616,13,2012-02-04,M,40943,40852,2011-11-05,2011
7819,19, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,53956,915258,12,2012-02-04,T,40943,40859,2011-11-12,2011
7820,20, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,53387,31336409,200,2012-02-04,E,40943,39543,2008-04-05,2008
7821,21, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,51101,24631187,116,2012-02-04,E,40943,40131,2009-11-14,2009
7822,22, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,50511,5139587,19,2012-02-04,E,40943,40810,2011-09-24,2011
7823,23, Assassin's Creed: Revelations ( X360 ), X360 , Ubisoft , Action ,47750,3119757,12,2012-02-04,M,40943,40859,2011-11-12,2011
7824,24, Battlefield 3 ( X360 ), X360 , Electronic Arts , Shooter ,46843,5305994,15,2012-02-04,M,40943,40838,2011-10-22,2011
7825,25, Assassin's Creed: Revelations ( PS3 ), PS3 , Ubisoft , Action ,46813,3011078,12,2012-02-04,M,40943,40859,2011-11-12,2011
7826,26, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,45040,3620905,14,2012-02-04,T,40943,40845,2011-10-29,2011
7827,27, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,43076,1590594,18,2012-02-04,E,40943,40817,2011-10-01,2011
7828,28, NBA 2K12 ( PS3 ), PS3 , Take-Two Interactive , Sports ,40599,1346959,18,2012-02-04,E,40943,40817,2011-10-01,2011
7829,29, Wii Sports ( Wii ), Wii , Nintendo , Sports ,35836,78406311,272,2012-02-04,E,40943,39039,2006-11-18,2006
7830,30, PhotoKano ( PSP ), PSP , Kadokawa Shoten , Adventure ,33185,33185,1,2012-02-04,E,40943,40936,2012-01-28,2012
7831,1, Kingdoms of Amalur: Reckoning ( X360 ), X360 , Electronic Arts , Role-Playing ,290603,290603,1,2012-02-11,M,40950,40943,2012-02-04,2012
7832,2, Kingdoms of Amalur: Reckoning ( PS3 ), PS3 , Electronic Arts , Role-Playing ,186610,186610,1,2012-02-11,M,40950,40943,2012-02-04,2012
7833,3, Final Fantasy XIII-2 ( PS3 ), PS3 , Square Enix , Role-Playing ,150888,1487775,9,2012-02-11,T,40950,40887,2011-12-10,2011
7834,4, Resident Evil: Revelations ( 3DS ), 3DS , Capcom , Action ,128545,398021,3,2012-02-11,M,40950,40929,2012-01-21,2012
7835,5, The Darkness II ( X360 ), X360 , Take-Two Interactive , Shooter ,110160,110160,1,2012-02-11,M,40950,40943,2012-02-04,2012
7836,6, Call of Duty: Modern Warfare 3 ( PS3 ), PS3 , Activision , Shooter ,97675,10582323,14,2012-02-11,M,40950,40852,2011-11-05,2011
7837,7, Just Dance 3 ( Wii ), Wii , Ubisoft , Misc ,87744,8044001,19,2012-02-11,E,40950,40817,2011-10-01,2011
7838,8, Call of Duty: Modern Warfare 3 ( X360 ), X360 , Activision , Shooter ,83546,12164434,14,2012-02-11,M,40950,40852,2011-11-05,2011
7839,9, Mario Kart 7 ( 3DS ), 3DS , Nintendo , Racing ,79032,4715523,11,2012-02-11,E,40950,40873,2011-11-26,2011
7840,10, Kingdoms of Amalur: Reckoning ( PC ), PC , Electronic Arts , Role-Playing ,72864,72864,1,2012-02-11,M,40950,40943,2012-02-04,2012
7841,11, The Darkness II ( PS3 ), PS3 , Take-Two Interactive , Shooter ,69962,69962,1,2012-02-11,M,40950,40943,2012-02-04,2012
7842,12, Zumba Fitness ( Wii ), Wii , Majesco Entertainment , Sports ,67679,4697151,65,2012-02-11,E,40950,40495,2010-11-13,2010
7843,13, Suikoden: Tsumugareshi Hyakunen no Toki ( PSP ), PSP , Konami Digital Entertainment , Role-Playing ,63642,63642,1,2012-02-11,E10+,40950,40943,2012-02-04,2012
7844,14, Super Mario 3D Land ( 3DS ), 3DS , Nintendo , Platform ,61024,5235824,15,2012-02-11,E,40950,40845,2011-10-29,2011
7845,15, Final Fantasy XIII-2 ( X360 ), X360 , Square Enix , Role-Playing ,55700,300406,9,2012-02-11,T,40950,40887,2011-12-10,2011
7846,16, The Elder Scrolls V: Skyrim ( X360 ), X360 , Bethesda Softworks , Role-Playing ,55591,5322971,14,2012-02-11,M,40950,40852,2011-11-05,2011
7847,17, Kinect Adventures! ( X360 ), X360 , Microsoft Game Studios , Misc ,51837,15423127,67,2012-02-11,E,40950,40481,2010-10-30,2010
7848,18, SoulCalibur V ( PS3 ), PS3 , Namco Bandai Games , Fighting ,51192,260244,2,2012-02-11,T,40950,40936,2012-01-28,2012
7849,19, Zumba Fitness 2 ( Wii ), Wii , Majesco Entertainment , Sports ,46439,961697,13,2012-02-11,T,40950,40859,2011-11-12,2011
7850,20, New Super Mario Bros. Wii ( Wii ), Wii , Nintendo , Platform ,45547,24676734,117,2012-02-11,E,40950,40131,2009-11-14,2009
7851,21, The Elder Scrolls V: Skyrim ( PS3 ), PS3 , Bethesda Softworks , Role-Playing ,44537,3289153,14,2012-02-11,M,40950,40852,2011-11-05,2011
7852,22, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,43948,31380357,201,2012-02-11,E,40950,39543,2008-04-05,2008
7853,23, Metal Gear Solid HD Collection ( PS3 ), PS3 , Konami Digital Entertainment , Simulation ,41886,423721,14,2012-02-11,M,40950,40852,2011-11-05,2011
7854,24, Uncharted 3: Drake's Deception ( PS3 ), PS3 , Sony Computer Entertainment , Action ,41782,3662687,15,2012-02-11,T,40950,40845,2011-10-29,2011
7855,25, SoulCalibur V ( X360 ), X360 , Namco Bandai Games , Fighting ,41698,214349,2,2012-02-11,T,40950,40936,2012-01-28,2012
7856,26, NBA 2K12 ( X360 ), X360 , Take-Two Interactive , Sports ,41658,1632252,19,2012-02-11,E,40950,40817,2011-10-01,2011
7857,27, Battlefield 3 ( PS3 ), PS3 , Electronic Arts , Shooter ,41283,4752428,16,2012-02-11,M,40950,40838,2011-10-22,2011
7858,28, FIFA Soccer 12 ( PS3 ), PS3 , Electronic Arts , Sports ,41252,5180839,20,2012-02-11,E,40950,40810,2011-09-24,2011
7859,29, Gravity Daze ( PSV ), PSV , Sony Computer Entertainment , Action ,38347,38347,1,2012-02-11,T,40950,40943,2012-02-04,2012
7860,30, Gran Turismo 5 ( PS3 ), PS3 , Sony Computer Entertainment , Racing ,38321,7572019,64,2012-02-11,E,40950,40502,2010-11-20,2010
7861,1, Twisted Metal ( PS3 ), PS3 , Sony Computer Entertainment , Action ,261082,261082,1,2012-02-18,T,40957,40950,2012-02-11,2012
7862,2, UFC Undisputed 3 ( X360 ), X360 , THQ , Fighting ,246949,246949,1,2012-02-18,T,40957,40950,2012-02-11,2012
