Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB
20, Call of Duty: Black Ops , PS3 , Activision , Shooter ,28723,10408040,36,2011-07-22,M
21, Call of Duty: Black Ops , X360 , Activision , Shooter ,27257,12346087,36,2011-07-22,M
22, God of War III , PS3 , Sony Computer Entertainment , Action ,25977,3929414,70,2011-07-22,M
23, Wii Play: Motion , Wii , Nintendo , Misc ,25880,99424,5,2011-07-22,E
24, New Super Mario Bros. , DS , Nintendo , Platform ,23348,26646292,270,2011-07-22,E
25, L.A. Noire , X360 , Take-Two Interactive , Adventure ,22108,1611658,9,2011-07-22,M
26, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,21211,21951538,87,2011-07-22,E
27, Dance Central , X360 , MTV Games , Misc ,20259,2050162,37,2011-07-22,T
28, UnchainBlades ReXX , PSP , FuRyu , Role-Playing ,18785,18785,1,2011-07-22,T
29, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,18169,6549373,34,2011-07-22,E
30, Wii Party , Wii , Nintendo , Misc ,17937,5806687,54,2011-07-22,E
1, Rhythm Heaven , Wii , Nintendo , Misc ,121043,121043,1,2011-07-29,E
2, NCAA Football 12 , X360 , Electronic Arts , Sports ,115041,351401,2,2011-07-29,E
3, NCAA Football 12 , PS3 , Electronic Arts , Sports ,85537,278748,2,2011-07-29,E
4, Sengoku Basara: Chronicle Heroes , PSP , Capcom , Action ,79966,79966,1,2011-07-29,E10+
5, Pokemon Black Version , DS , Nintendo , Role-Playing ,76001,12226826,45,2011-07-29,E
6, Zumba Fitness , Wii , Majesco Entertainment , Sports ,71651,2246810,36,2011-07-29,E
7, Mario Kart Wii , Wii , Nintendo , Racing ,71181,27651289,172,2011-07-29,E
8, Wii Sports Resort , Wii , Nintendo , Sports ,69501,26841862,109,2011-07-29,E
9, Just Dance 2 , Wii , Ubisoft , Misc ,49654,7660883,41,2011-07-29,E10+
10, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,49532,808157,6,2011-07-29,E10+
11, Wii Fit Plus , Wii , Nintendo , Sports ,41438,19096303,95,2011-07-29,E
12, Call of Juarez: The Cartel , X360 , Ubisoft , Shooter ,40945,40945,1,2011-07-29,M
13, Wii Sports , Wii , Nintendo , Sports ,40599,76455842,244,2011-07-29,E
14, Jikkyou Powerful Pro Yakyuu 2011 , PS3 , Konami Digital Entertainment , Sports ,37371,153746,2,2011-07-29,E
15, Inazuma Eleven Strikers , Wii , Level 5 , Role-Playing ,36157,108861,2,2011-07-29,E10+
16, New Super Mario Bros. , DS , Nintendo , Platform ,33490,26679782,271,2011-07-29,E
17, No More Heroes: Red Zone , PS3 , Marvelous Interactive , Action ,33260,33260,1,2011-07-29,M
18, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,33021,690933,7,2011-07-29,T
19, Call of Duty: Black Ops , PS3 , Activision , Shooter ,31935,10439975,37,2011-07-29,M
20, Taiko no Tatsujin Portable DX , PSP , Namco Bandai Games , Misc ,31086,112806,2,2011-07-29,E
21, Jikkyou Powerful Pro Yakyuu 2011 , PSP , Konami Digital Entertainment , Sports ,30864,102697,2,2011-07-29,E
22, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,30829,10040945,38,2011-07-29,E
23, Call of Juarez: The Cartel , PS3 , Ubisoft , Shooter ,30538,30538,1,2011-07-29,M
24, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,30280,1715630,10,2011-07-29,M
25, Call of Duty: Black Ops , X360 , Activision , Shooter ,28895,12374982,37,2011-07-29,M
26, God of War III , PS3 , Sony Computer Entertainment , Action ,28653,3958067,71,2011-07-29,M
27, GoldenEye 007 , Wii , Activision , Action ,26647,1286324,38,2011-07-29,T
28, Alice: Madness Returns , PS3 , Electronic Arts , Adventure ,26602,108299,6,2011-07-29,M
29, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26182,21977720,88,2011-07-29,E
30, Captain America: Super Soldier , X360 , Sega , Action ,25404,26603,2,2011-07-29,T
1, Catherine , PS3 , Atlus , Adventure ,96548,288645,24,2011-08-05,M
2, Rhythm Heaven , Wii , Nintendo , Misc ,83870,204913,2,2011-08-05,E
3, Mario Kart Wii , Wii , Nintendo , Racing ,79066,27730355,173,2011-08-05,E
4, Zumba Fitness , Wii , Majesco Entertainment , Sports ,76869,2323679,37,2011-08-05,E
5, Pokemon Black Version , DS , Nintendo , Role-Playing ,76472,12303298,46,2011-08-05,E
6, NCAA Football 12 , X360 , Electronic Arts , Sports ,75731,427132,3,2011-08-05,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,72545,26914407,110,2011-08-05,E
8, Queen's Gate: Spiral Chaos , PSP , Namco Bandai Games , Role-Playing ,66998,66998,1,2011-08-05,T
9, Shin Megami Tensei: Devil Survivor 2 , DS , Atlus , Role-Playing ,63026,63026,1,2011-08-05,T
10, NCAA Football 12 , PS3 , Electronic Arts , Sports ,55456,334204,3,2011-08-05,E
11, Just Dance 2 , Wii , Ubisoft , Misc ,53024,7713907,42,2011-08-05,E10+
12, Catherine , X360 , Atlus , Adventure ,52205,84575,24,2011-08-05,M
13, Wii Sports , Wii , Nintendo , Sports ,44051,76499893,245,2011-08-05,E
14, Wii Fit Plus , Wii , Nintendo , Sports ,39538,19135841,96,2011-08-05,E
15, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,37129,845286,7,2011-08-05,E10+
16, New Super Mario Bros. , DS , Nintendo , Platform ,34106,26713888,272,2011-08-05,E
17, Call of Duty: Black Ops , PS3 , Activision , Shooter ,31851,10471826,38,2011-08-05,M
18, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,30153,1745783,11,2011-08-05,M
19, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,29902,10070847,39,2011-08-05,E
20, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,28964,719897,8,2011-08-05,T
21, Call of Duty: Black Ops , X360 , Activision , Shooter ,27903,12402885,38,2011-08-05,M
22, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26811,22004531,89,2011-08-05,E
23, GoldenEye 007 , Wii , Activision , Action ,26508,1312832,39,2011-08-05,T
24, Sengoku Basara: Chronicle Heroes , PSP , Capcom , Action ,25012,104978,2,2011-08-05,E10+
25, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,23218,8034979,46,2011-08-05,M
26, Taiko no Tatsujin Portable DX , PSP , Namco Bandai Games , Misc ,22110,134916,3,2011-08-05,E
27, L.A. Noire , X360 , Take-Two Interactive , Adventure ,21714,1650635,11,2011-08-05,M
28, Sniper: Ghost Warrior , PS3 , City Interactive , Shooter ,21187,248491,13,2011-08-05,M
29, Inazuma Eleven Strikers , Wii , Level 5 , Role-Playing ,21107,129968,3,2011-08-05,E10+
30, Wii Play: Motion , Wii , Nintendo , Misc ,20728,144484,7,2011-08-05,E
1, J-League Pro Soccer Club o Tsukurou! 7 Euro Plus , PSP , Sega , Sports ,101239,101239,1,2011-08-12,E
2, Zumba Fitness , Wii , Majesco Entertainment , Sports ,89989,2413668,38,2011-08-12,E
3, Mario Kart Wii , Wii , Nintendo , Racing ,81600,27811955,174,2011-08-12,E
4, Kirby: Mass Attack , DS , Nintendo , Platform ,73261,73261,1,2011-08-12,E
5, Pokemon Black Version , DS , Nintendo , Role-Playing ,66596,12369894,47,2011-08-12,E
6, Toriko: Gourmet Survival! , PSP , Namco Bandai Games , Role-Playing ,66035,66035,1,2011-08-12,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,65288,26979695,111,2011-08-12,E
8, Rhythm Heaven , Wii , Nintendo , Misc ,63624,268537,3,2011-08-12,E
9, All Kamen Rider: Rider Generation , DS , Namco Bandai Games , Action ,51899,51899,1,2011-08-12,T
10, Just Dance 2 , Wii , Ubisoft , Misc ,51038,7764945,43,2011-08-12,E10+
11, Wii Sports , Wii , Nintendo , Sports ,39114,76539007,246,2011-08-12,E
12, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,38397,2078585,37,2011-08-12,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,38057,19173898,97,2011-08-12,E
14, NCAA Football 12 , X360 , Electronic Arts , Sports ,36292,463424,4,2011-08-12,E
15, Bleach: Soul Resurreccion , PS3 , Nippon Ichi Software , Fighting ,28668,75771,7,2011-08-12,T
16, NCAA Football 12 , PS3 , Electronic Arts , Sports ,28083,362287,4,2011-08-12,E
17, New Super Mario Bros. , DS , Nintendo , Platform ,27219,26741107,273,2011-08-12,E
18, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,26626,10097473,40,2011-08-12,E
19, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,26521,22031052,90,2011-08-12,E
20, Call of Duty: Black Ops , PS3 , Activision , Shooter ,25350,10497176,39,2011-08-12,M
21, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,25278,870564,8,2011-08-12,E10+
22, Call of Duty: Black Ops , X360 , Activision , Shooter ,24609,12427494,39,2011-08-12,M
23, L.A. Noire , PS3 , Take-Two Interactive , Adventure ,23134,1768917,12,2011-08-12,M
24, GoldenEye 007 , Wii , Activision , Action ,22617,1335449,40,2011-08-12,T
25, Catherine , PS3 , Atlus , Adventure ,22433,311078,25,2011-08-12,M
26, Cars 2 , DS , Disney Interactive Studios , Platform ,22137,135473,7,2011-08-12,E10+
27, Fishing Resort , Wii , Namco Bandai Games , Sports ,21515,21515,1,2011-08-12,E
28, inFAMOUS 2 , PS3 , Sony Computer Entertainment , Action ,20723,740620,9,2011-08-12,T
29, DiRT 3 , PS3 , Codemasters , Racing ,19993,339957,11,2011-08-12,T
30, Just Dance: Summer Party , Wii , Ubisoft , Misc ,19926,57721,3,2011-08-12,E
1, MonHun Nikki: Poka Poka Ailu Mura G , PSP , Capcom , Role-Playing ,100247,100247,1,2011-08-19,E
2, None , 3DS , Nintendo , Action ,87592,87592,1,2011-08-19,T
3, Mario Kart Wii , Wii , Nintendo , Racing ,85878,27897833,175,2011-08-19,E
4, Zumba Fitness , Wii , Majesco Entertainment , Sports ,80202,2493870,39,2011-08-19,E
5, Wii Sports Resort , Wii , Nintendo , Sports ,69420,27049115,112,2011-08-19,E
6, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,66848,937412,9,2011-08-19,E10+
7, Rhythm Heaven , Wii , Nintendo , Misc ,64978,333515,4,2011-08-19,E
8, Pokemon Black Version , DS , Nintendo , Role-Playing ,62706,12432600,48,2011-08-19,E
9, Kirby: Mass Attack , DS , Nintendo , Platform ,53317,126578,2,2011-08-19,E
10, Just Dance 2 , Wii , Ubisoft , Misc ,48300,7813245,44,2011-08-19,E10+
11, Nintendogs + cats , 3DS , Nintendo , Simulation ,40903,709162,25,2011-08-19,E
12, Wii Sports , Wii , Nintendo , Sports ,40712,76579719,247,2011-08-19,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,38786,19212684,98,2011-08-19,E
14, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,37574,22068626,91,2011-08-19,E
15, J-League Pro Soccer Club o Tsukurou! 7 Euro Plus , PSP , Sega , Sports ,33986,135225,2,2011-08-19,E
16, Toriko: Gourmet Survival! , PSP , Namco Bandai Games , Role-Playing ,29790,95825,2,2011-08-19,E
17, NCAA Football 12 , X360 , Electronic Arts , Sports ,28175,491599,5,2011-08-19,E
18, Uta no * Prince-Sama: Repeat , PSP , Broccoli , Adventure ,28082,28082,1,2011-08-19,E
19, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,26472,10123945,41,2011-08-19,E
20, Call of Duty: Black Ops , X360 , Activision , Shooter ,26356,12453850,40,2011-08-19,M
21, New Super Mario Bros. , DS , Nintendo , Platform ,25971,26767078,274,2011-08-19,E
22, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,25727,2104312,38,2011-08-19,E
23, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,25070,8077790,48,2011-08-19,M
24, Call of Duty: Black Ops , PS3 , Activision , Shooter ,22736,10519912,40,2011-08-19,M
25, NCAA Football 12 , PS3 , Electronic Arts , Sports ,21368,383655,5,2011-08-19,E
26, Wii Party , Wii , Nintendo , Misc ,20717,5888869,58,2011-08-19,E
27, Wii Play: Motion , Wii , Nintendo , Misc ,20538,182369,9,2011-08-19,E
28, Cars 2 , DS , Disney Interactive Studios , Platform ,19834,155307,8,2011-08-19,E10+
29, The Sims 3 , PC , Electronic Arts , Simulation ,19815,2751775,115,2011-08-19,T
30, Mortal Kombat , PS3 , Warner Bros. Interactive Entertainment , Fighting ,17794,1213815,17,2011-08-19,M
1, Mario Kart Wii , Wii , Nintendo , Racing ,83091,27980924,176,2011-08-26,E
2, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,77521,1014933,10,2011-08-26,E10+
3, Zumba Fitness , Wii , Majesco Entertainment , Sports ,73171,2567041,40,2011-08-26,E
4, Wii Sports Resort , Wii , Nintendo , Sports ,69784,27118899,113,2011-08-26,E
5, Nintendogs + cats , 3DS , Nintendo , Simulation ,53068,762230,26,2011-08-26,E
6, Pokemon Black Version , DS , Nintendo , Role-Playing ,52784,12485384,49,2011-08-26,E
7, Just Dance 2 , Wii , Ubisoft , Misc ,51271,7864516,45,2011-08-26,E10+
8, Rhythm Heaven , Wii , Nintendo , Misc ,50117,383632,5,2011-08-26,E
9, Wii Sports , Wii , Nintendo , Sports ,42534,76622253,248,2011-08-26,E
10, MonHun Nikki: Poka Poka Ailu Mura G , PSP , Capcom , Role-Playing ,39056,139303,2,2011-08-26,E
11, No More Heroes: Heroes' Paradise , PS3 , Konami Digital Entertainment , Action ,37747,74063,1,2011-08-26,M
12, Kirby: Mass Attack , DS , Nintendo , Platform ,36531,163109,3,2011-08-26,E
13, Wii Fit Plus , Wii , Nintendo , Sports ,33878,19246562,99,2011-08-26,E
14, Chou Jigen Game Neptune Mk-II , PS3 , Compile Heart , Role-Playing ,33249,33249,1,2011-08-26,M
15, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,32854,22101480,92,2011-08-26,E
16, None , 3DS , Nintendo , Action ,31959,119551,2,2011-08-26,T
17, Xenoblade Chronicles , Wii , Nintendo , Role-Playing ,29660,187865,63,2011-08-26,T
18, New Super Mario Bros. , DS , Nintendo , Platform ,29497,26796575,275,2011-08-26,E
19, Call of Duty: Black Ops , X360 , Activision , Shooter ,27331,12481181,41,2011-08-26,M
20, PilotWings Resort , 3DS , Nintendo , Simulation ,25025,483517,22,2011-08-26,E
21, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,23388,10147333,42,2011-08-26,E
22, NCAA Football 12 , X360 , Electronic Arts , Sports ,22846,514445,6,2011-08-26,E
23, Growlanser IV: Over Reloaded , PSP , Atlus , Role-Playing ,22826,22826,1,2011-08-26,T
24, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,22047,8099837,49,2011-08-26,M
25, Call of Duty: Black Ops , PS3 , Activision , Shooter ,21645,10541557,41,2011-08-26,M
26, Just Dance Kids , Wii , Ubisoft , Misc ,21296,929768,41,2011-08-26,E
27, EA Sports Active 2 , Wii , Electronic Arts , Sports ,19152,714705,40,2011-08-26,E
28, J-League Pro Soccer Club o Tsukurou! 7 Euro Plus , PSP , Sega , Sports ,18422,153647,3,2011-08-26,E
29, Toriko: Gourmet Survival! , PSP , Namco Bandai Games , Role-Playing ,18213,114038,3,2011-08-26,E
30, Disney Epic Mickey , Wii , Disney Interactive Studios , Platform ,17927,2122239,39,2011-08-26,E
1, Deus Ex: Human Revolution , X360 , Square Enix , Shooter ,336903,336903,1,2011-09-02,M
2, Monster Hunter Portable 3rd HD Ver. , PS3 , Capcom , Role-Playing ,304073,304073,1,2011-09-02,T
3, Deus Ex: Human Revolution , PS3 , Square Enix , Shooter ,229631,229631,1,2011-09-02,M
4, Black * Rock Shooter: The Game , PSP , Unknown , Role-Playing ,103285,103285,1,2011-09-02,M
5, Deus Ex: Human Revolution , PC , Square Enix , Shooter ,82660,82660,1,2011-09-02,M
6, Mario Kart Wii , Wii , Nintendo , Racing ,77527,28058451,177,2011-09-02,E
7, Kidou Senshi Gundam: Shin Gihren no Yabou , PSP , Namco Bandai Games , Strategy ,76727,76727,1,2011-09-02,E
8, Sengoku Musou 3 Empires , PS3 , Tecmo Koei , Action ,68990,68990,1,2011-09-02,T
9, Zumba Fitness , Wii , Majesco Entertainment , Sports ,64163,2631204,41,2011-09-02,E
10, Wii Sports Resort , Wii , Nintendo , Sports ,62304,27181203,114,2011-09-02,E
11, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,55729,1070662,11,2011-09-02,E10+
12, Just Dance 2 , Wii , Ubisoft , Misc ,48687,7913203,46,2011-09-02,E10+
13, Pokemon Black Version , DS , Nintendo , Role-Playing ,45133,12530517,50,2011-09-02,E
14, Wii Sports , Wii , Nintendo , Sports ,41517,76663770,249,2011-09-02,E
15, Call of Duty: Black Ops , X360 , Activision , Shooter ,35804,12516985,42,2011-09-02,M
16, Nintendogs + cats , 3DS , Nintendo , Simulation ,33587,795817,27,2011-09-02,E
17, Wii Fit Plus , Wii , Nintendo , Sports ,33561,19280123,100,2011-09-02,E
18, New Super Mario Bros. , DS , Nintendo , Platform ,29813,26826388,276,2011-09-02,E
19, Call of Duty: Black Ops , PS3 , Activision , Shooter ,28008,10569565,42,2011-09-02,M
20, Rhythm Heaven , Wii , Nintendo , Misc ,27062,410694,6,2011-09-02,E
21, Rugby World Cup 2011 , PS3 , 505 Games , Sports ,26595,26595,1,2011-09-02,E
22, Shin Sangoku Musou 6 Special , PSP , Tecmo Koei , Action ,26025,26025,1,2011-09-02,T
23, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,24522,10171855,43,2011-09-02,E
24, MonHun Nikki: Poka Poka Ailu Mura G , PSP , Capcom , Role-Playing ,21943,161246,3,2011-09-02,E
25, Kirby: Mass Attack , DS , Nintendo , Platform ,20368,183477,4,2011-09-02,E
26, Rugby World Cup 2011 , X360 , 505 Games , Sports ,19744,19744,1,2011-09-02,E
27, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,18703,22120183,93,2011-09-02,E
28, PilotWings Resort , 3DS , Nintendo , Simulation ,18572,502089,23,2011-09-02,E
29, NCAA Football 12 , X360 , Electronic Arts , Sports ,18441,532886,7,2011-09-02,E
30, Halo: Reach , X360 , Microsoft Game Studios , Shooter ,17718,8117555,50,2011-09-02,M
1, Madden NFL 12 , X360 , Electronic Arts , Sports ,677611,677611,1,2011-09-09,E
2, Madden NFL 12 , PS3 , Electronic Arts , Sports ,569486,569486,1,2011-09-09,E
3, Deus Ex: Human Revolution , X360 , Square Enix , Shooter ,144769,481672,2,2011-09-09,M
4, Deus Ex: Human Revolution , PS3 , Square Enix , Shooter ,107527,337158,2,2011-09-09,M
5, Mario Kart Wii , Wii , Nintendo , Racing ,75468,28133919,178,2011-09-09,E
6, Grand Knights History , PSP , Unknown , Adventure ,65513,65513,1,2011-09-09,E
7, Wii Sports Resort , Wii , Nintendo , Sports ,57646,27238849,115,2011-09-09,E
8, Monster Hunter Portable 3rd HD Ver. , PS3 , Capcom , Role-Playing ,54590,358663,2,2011-09-09,T
9, Zumba Fitness , Wii , Majesco Entertainment , Sports ,54146,2685350,42,2011-09-09,E
10, Driver: San Francisco , PS3 , Ubisoft , Racing ,46292,46292,1,2011-09-09,T
11, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,46034,1116696,12,2011-09-09,E10+
12, Just Dance 2 , Wii , Ubisoft , Misc ,43976,7957179,47,2011-09-09,E10+
13, Pokemon Black Version , DS , Nintendo , Role-Playing ,39549,12570066,51,2011-09-09,E
14, Wii Sports , Wii , Nintendo , Sports ,38947,76702717,250,2011-09-09,E
15, Deus Ex: Human Revolution , PC , Square Enix , Shooter ,36902,119562,2,2011-09-09,M
16, Call of Duty: Black Ops , PS3 , Activision , Shooter ,35067,10604632,43,2011-09-09,M
17, Call of Duty: Black Ops , X360 , Activision , Shooter ,34885,12551870,43,2011-09-09,M
18, Wii Fit Plus , Wii , Nintendo , Sports ,31652,19311775,101,2011-09-09,E
19, Madden NFL 12 , Wii , Electronic Arts , Sports ,31605,31605,1,2011-09-09,E
20, Driver: San Francisco , X360 , Ubisoft , Racing ,27657,27657,1,2011-09-09,T
21, Nintendogs + cats , 3DS , Nintendo , Simulation ,26786,822603,28,2011-09-09,E
22, Shin Megami Tensei: Devil Survivor Overclocked , 3DS , Atlus , Role-Playing ,25966,42842,2,2011-09-09,T
23, New Super Mario Bros. , DS , Nintendo , Platform ,25221,26851609,277,2011-09-09,E
24, Rhythm Heaven , Wii , Nintendo , Misc ,23771,434465,7,2011-09-09,E
25, Sengoku Musou 3 Empires , PS3 , Tecmo Koei , Action ,21301,90291,2,2011-09-09,T
26, Donkey Kong Country Returns , Wii , Nintendo , Platform ,20677,4929311,41,2011-09-09,E
27, Just Dance: Summer Party , Wii , Ubisoft , Misc ,19722,120285,7,2011-09-09,E
28, Kinect Adventures! , X360 , Microsoft Game Studios , Misc ,18488,10190343,44,2011-09-09,E
29, Red Dead Redemption , PS3 , Take-Two Interactive , Action ,18317,4015674,68,2011-09-09,M
30, New Super Mario Bros. Wii , Wii , Nintendo , Platform ,17885,22138068,94,2011-09-09,E
1, Tales of Xillia , PS3 , Namco Bandai Games , Role-Playing ,509026,509026,1,2011-09-16,T
2, Dead Island , X360 , Deep Silver , Action ,373594,373594,1,2011-09-16,M
3, Resistance 3 , PS3 , Sony Computer Entertainment , Shooter ,274329,274329,1,2011-09-16,M
4, Dead Island , PS3 , Deep Silver , Action ,224590,224590,1,2011-09-16,M
5, Madden NFL 12 , X360 , Electronic Arts , Sports ,155932,833543,2,2011-09-16,E
6, Madden NFL 12 , PS3 , Electronic Arts , Sports ,134190,703676,2,2011-09-16,E
7, Warhammer 40,000: Space Marine , X360 , Warhammer 40, None , Warhammer 40000 Space Marine ,126100,2011-09-16,M
8, Biohazard: Revival Selection , PS3 , Capcom , Action ,88018,88018,1,2011-09-16,M
9, Star Fox 64 3D , 3DS , Nintendo , Shooter ,78200,151640,9,2011-09-16,E10+
10, Mario Kart Wii , Wii , Nintendo , Racing ,67575,28201494,179,2011-09-16,E
11, Driver: San Francisco , PS3 , Ubisoft , Racing ,67150,113442,2,2011-09-16,T
12, Warhammer 40,000: Space Marine , PS3 , Warhammer 40, None , Warhammer 40000 Space Marine ,67065,2011-09-16,M
13, Driver: San Francisco , X360 , Ubisoft , Racing ,61610,89267,2,2011-09-16,T
14, Deus Ex: Human Revolution , X360 , Square Enix , Shooter ,58178,539850,3,2011-09-16,M
15, Disgaea 4: A Promise Unforgotten , PS3 , Nippon Ichi Software , Role-Playing ,54728,185606,29,2011-09-16,T
16, Wii Sports Resort , Wii , Nintendo , Sports ,50830,27289679,116,2011-09-16,E
17, Deus Ex: Human Revolution , PS3 , Square Enix , Shooter ,46585,383743,3,2011-09-16,M
18, Zumba Fitness , Wii , Majesco Entertainment , Sports ,44339,2729689,43,2011-09-16,E
19, Just Dance 2 , Wii , Ubisoft , Misc ,41104,7998283,48,2011-09-16,E10+
20, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,37070,1153766,13,2011-09-16,E10+
21, Wii Sports , Wii , Nintendo , Sports ,33589,76736306,251,2011-09-16,E
22, Pokemon Black Version , DS , Nintendo , Role-Playing ,30970,12601036,52,2011-09-16,E
23, Call of Duty: Black Ops , X360 , Activision , Shooter ,27339,12579209,44,2011-09-16,M
24, Wii Fit Plus , Wii , Nintendo , Sports ,27226,19339001,102,2011-09-16,E
25, Rise of Nightmares , X360 , Sega , Action ,27053,27053,1,2011-09-16,M
26, Call of Duty: Black Ops , PS3 , Activision , Shooter ,25899,10630531,44,2011-09-16,M
27, Nintendogs + cats , 3DS , Nintendo , Simulation ,23694,846297,29,2011-09-16,E
28, Gran Turismo 5 , PS3 , Sony Computer Entertainment , Racing ,23436,6676074,42,2011-09-16,E
29, Super Mario Galaxy , Wii , Nintendo , Platform ,21766,9262216,202,2011-09-16,E
30, New Super Mario Bros. , DS , Nintendo , Platform ,20596,26872205,278,2011-09-16,E
1, Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III , Wii , Square Enix , Role-Playing ,265514,265514,1,2011-09-23,E10+
2, Dead Island , X360 , Deep Silver , Action ,191371,564965,2,2011-09-23,M
3, Dead Island , PS3 , Deep Silver , Action ,174635,399225,2,2011-09-23,M
4, NHL 12 , X360 , Electronic Arts , Sports ,110810,115358,2,2011-09-23,E10+
5, Resistance 3 , PS3 , Sony Computer Entertainment , Shooter ,101681,376010,2,2011-09-23,M
6, Madden NFL 12 , X360 , Electronic Arts , Sports ,85108,918651,3,2011-09-23,E
7, Madden NFL 12 , PS3 , Electronic Arts , Sports ,73959,777635,3,2011-09-23,E
8, NHL 12 , PS3 , Electronic Arts , Sports ,70578,77085,2,2011-09-23,E10+
9, Mario Kart Wii , Wii , Nintendo , Racing ,64664,28266158,180,2011-09-23,E
10, God of War: Origins Collection , PS3 , Sony Computer Entertainment , Action ,58077,58077,1,2011-09-23,M
11, Wii Sports Resort , Wii , Nintendo , Sports ,56270,27345949,117,2011-09-23,E
12, Tales of Xillia , PS3 , Namco Bandai Games , Role-Playing ,53046,562072,2,2011-09-23,T
13, White Knight Chronicles II , PS3 , D3Publisher , Role-Playing ,51869,343937,15,2011-09-23,T
14, Deus Ex: Human Revolution , X360 , Square Enix , Shooter ,45550,585400,4,2011-09-23,M
15, Warhammer 40,000: Space Marine , X360 , Warhammer 40, None , Warhammer 40000 Space Marine ,43269,2011-09-23,M
16, Deus Ex: Human Revolution , PS3 , Square Enix , Shooter ,37292,421035,4,2011-09-23,M
17, Just Dance 2 , Wii , Ubisoft , Misc ,36994,8035277,49,2011-09-23,E10+
18, Zumba Fitness , Wii , Majesco Entertainment , Sports ,34126,2763815,44,2011-09-23,E
19, Wii Sports , Wii , Nintendo , Sports ,32066,76768372,252,2011-09-23,E
20, Star Fox 64 3D , 3DS , Nintendo , Shooter ,31963,183603,10,2011-09-23,E10+
21, The Legend of Zelda: Ocarina of Time 3D , 3DS , Nintendo , Action ,30732,1184498,14,2011-09-23,E10+
22, Driver: San Francisco , PS3 , Ubisoft , Racing ,30489,143931,3,2011-09-23,T
23, Pokemon Black Version , DS , Nintendo , Role-Playing ,30117,12631153,53,2011-09-23,E
24, Driver: San Francisco , X360 , Ubisoft , Racing ,28268,117535,3,2011-09-23,T
25, Wii Fit Plus , Wii , Nintendo , Sports ,26349,19365350,103,2011-09-23,E
26, Donkey Kong Country Returns , Wii , Nintendo , Platform ,25597,4974760,43,2011-09-23,E
27, Super Mario Galaxy , Wii , Nintendo , Platform ,24640,9286856,203,2011-09-23,E
28, Warhammer 40,000: Space Marine , PS3 , Warhammer 40, None , Warhammer 40000 Space Marine ,22900,2011-09-23,M
29, New Super Mario Bros. , DS , Nintendo , Platform ,22303,26894508,279,2011-09-23,E
30, Call of Duty: Black Ops , X360 , Activision , Shooter ,21088,12600297,45,2011-09-23,M
1, Gears of War 3 , X360 , Microsoft Game Studios , Shooter ,2963635,2963635,1,2011-09-30,M
2, Dark Souls , PS3 , From Software , Role-Playing ,282357,282357,1,2011-09-30,M
3, F1 2011 , PS3 , Codemasters , Racing ,160694,160694,1,2011-09-30,E
4, F1 2011 , X360 , Codemasters , Racing ,116269,116269,1,2011-09-30,E
5, Dead Island , X360 , Deep Silver , Action ,91544,656509,3,2011-09-30,M
6, The ICO & Shadow of the Colossus Collection , PS3 , Sony Computer Entertainment , Adventure ,89112,89112,1,2011-09-30,T
7, Dead Island , PS3 , Deep Silver , Action ,88860,488085,3,2011-09-30,M
