Pos,Name,Platform,Publisher,Genre,Week,Total,time,date,ESRB,date
25, New Play Control! Mario Power Tennis , Wii , Nintendo , Sports ,32570,641115,16,2009-05-01,E,39934 
26, Grand Theft Auto: Chinatown Wars , DS , CyberFront , Adventure ,32097,425970,7,2009-05-01,M,39934 
27, The Godfather II , X360 , Electronic Arts , Adventure ,31060,285551,4,2009-05-01,M,39934 
28, Call of Duty: World at War , X360 , Activision , Shooter ,28749,5336478,25,2009-05-01,M,39934 
29, Gardening Mama , DS , 505 Games , Puzzle ,28246,95289,7,2009-05-01,E,39934 
30, Club Penguin: Elite Penguin Force , DS , Disney Interactive Studios , Adventure ,27421,1072674,23,2009-05-01,E,39934 
1, Wii Fit , Wii , Nintendo , Sports ,213065,18790680,76,2009-05-08,E,39941 
2, Wii Sports , Wii , Nintendo , Sports ,186175,44172270,129,2009-05-08,E,39941 
3, Mario Kart Wii , Wii , Nintendo , Racing ,103698,15660046,57,2009-05-08,E,39941 
4, Wii Play , Wii , Nintendo , Misc ,80336,23229146,128,2009-05-08,E,39941 
5, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,72964,4017024,35,2009-05-08,T,39941 
6, X-Men Origins: Wolverine - Uncaged Edition , X360 , Activision , Action ,69002,160396,2,2009-05-08,M,39941 
7, X-Men Origins: Wolverine - Uncaged Edition , PS3 , Activision , Action ,63877,142315,2,2009-05-08,M,39941 
8, Rhythm Heaven , DS , Nintendo , Misc ,59597,1883225,41,2009-05-08,E,39941 
9, New Super Mario Bros. , DS , Nintendo , Platform ,56623,19151024,156,2009-05-08,E,39941 
10, Mario Kart DS , DS , Nintendo , Racing ,50695,14216698,182,2009-05-08,E,39941 
11, WarioWare D.I.Y. , DS , Nintendo , Misc ,43065,113361,2,2009-05-08,E,39941 
12, Pokemon Mystery Dungeon: Explorers of Sky, DS , Nintendo , Role-Playing ,42770,281261,4,2009-05-08,T,39941 
13, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,42686,2985390,117,2009-05-08,E,39941 
14, Dragon Ball Z: Attack of the Saiyans , DS , Namco Bandai Games , Role-Playing ,41857,129699,2,2009-05-08,E10+,39941 
15, Gardening Mama , DS , 505 Games , Puzzle ,38141,133430,8,2009-05-08,E,39941 
16, Halo 3 , X360 , Microsoft Game Studios , Shooter ,37831,9482577,85,2009-05-08,M,39941 
17, Resident Evil 5 , PS3 , Capcom , Action ,36925,2195836,10,2009-05-08,M,39941 
18, Nintendogs , DS , Nintendo , Simulation ,34468,22389278,212,2009-05-08,E,39941 
19, Killzone 2 , PS3 , Sony Computer Entertainment , Shooter ,34359,1621256,11,2009-05-08,M,39941 
20, Resident Evil 5 , X360 , Capcom , Action ,31869,2017189,10,2009-05-08,M,39941 
21, My Fitness Coach , Wii , Ubisoft , Sports ,30344,879047,23,2009-05-08,E,39941 
22, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,29842,17398127,208,2009-05-08,E,39941 
23, New Play Control! Mario Power Tennis , Wii , Nintendo , Sports ,27752,668867,17,2009-05-08,E,39941 
24, Grand Theft Auto: Chinatown Wars , DS , CyberFront , Adventure ,26408,452378,8,2009-05-08,M,39941 
25, Call of Duty: World at War , X360 , Activision , Shooter ,26380,5362858,26,2009-05-08,M,39941 
26, Club Penguin: Elite Penguin Force , DS , Disney Interactive Studios , Adventure ,25702,1098376,24,2009-05-08,E,39941 
27, Mario & Luigi: Bowser's Inside Story , DS , Nintendo , Role-Playing ,23449,604374,13,2009-05-08,E,39941 
28, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,22582,3181389,59,2009-05-08,T,39941 
29, Brain Age 2: More Training in Minutes a Day , DS , Nintendo , Misc ,21620,13677508,176,2009-05-08,E,39941 
30, Monster Hunter G , Wii , Capcom , Role-Playing ,21042,195895,3,2009-05-08,T,39941 
1, Wii Fit , Wii , Nintendo , Sports ,205659,18996339,77,2009-05-15,E,39948 
2, Wii Sports , Wii , Nintendo , Sports ,157745,44330015,130,2009-05-15,E,39948 
3, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,89462,4106486,36,2009-05-15,T,39948 
4, Mario Kart Wii , Wii , Nintendo , Racing ,88748,15748794,58,2009-05-15,E,39948 
5, Wii Play , Wii , Nintendo , Misc ,67291,23296437,129,2009-05-15,E,39948 
6, New Super Mario Bros. , DS , Nintendo , Platform ,51055,19202079,157,2009-05-15,E,39948 
7, X-Men Origins: Wolverine - Uncaged Edition , X360 , Activision , Action ,47162,207558,3,2009-05-15,M,39948 
8, Mario Kart DS , DS , Nintendo , Racing ,46180,14262878,183,2009-05-15,E,39948 
9, Sacred 2: Fallen Angel , X360 , CDV Software Entertainment , Role-Playing ,44422,44422,1,2009-05-15,M,39948 
10, X-Men Origins: Wolverine - Uncaged Edition , PS3 , Activision , Action ,43312,185627,3,2009-05-15,M,39948 
11, Rhythm Heaven , DS , Nintendo , Misc ,42770,1925995,42,2009-05-15,E,39948 
12, Bleach: Heat the Soul 6 , PSP , Sony Computer Entertainment , Fighting ,42089,42089,1,2009-05-15,E,39948 
13, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,37159,3022549,118,2009-05-15,E,39948 
14, Gardening Mama , DS , 505 Games , Puzzle ,36489,169919,9,2009-05-15,E,39948 
15, Halo 3 , X360 , Microsoft Game Studios , Shooter ,36078,9518655,86,2009-05-15,M,39948 
16, Nintendogs , DS , Nintendo , Simulation ,33651,22422929,213,2009-05-15,E,39948 
17, Resident Evil 5 , PS3 , Capcom , Action ,32214,2228050,11,2009-05-15,M,39948 
18, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,27955,17426082,209,2009-05-15,E,39948 
19, My Fitness Coach , Wii , Ubisoft , Sports ,27894,906941,24,2009-05-15,E,39948 
20, Growlanser , PSP , Atlus , Role-Playing ,27757,27757,1,2009-05-15,T,39948 
21, Resident Evil 5 , X360 , Capcom , Action ,27609,2044798,11,2009-05-15,M,39948 
22, Killzone 2 , PS3 , Sony Computer Entertainment , Shooter ,25337,1646593,12,2009-05-15,M,39948 
23, Battlestations: Pacific , X360 , Eidos Interactive , Strategy ,25140,25140,1,2009-05-15,T,39948 
24, Call of Duty: World at War , X360 , Activision , Shooter ,24126,5386984,27,2009-05-15,M,39948 
25, New Play Control! Mario Power Tennis , Wii , Nintendo , Sports ,23640,692507,18,2009-05-15,E,39948 
26, PES 2009: Pro Evolution Soccer , Wii , Konami Digital Entertainment , Sports ,23592,136193,9,2009-05-15,E,39948 
27, Club Penguin: Elite Penguin Force , DS , Disney Interactive Studios , Adventure ,23169,1121545,25,2009-05-15,E,39948 
28, Grand Theft Auto: Chinatown Wars , DS , CyberFront , Adventure ,22367,474745,9,2009-05-15,M,39948 
29, Sacred 2: Fallen Angel , PS3 , CDV Software Entertainment , Role-Playing ,22133,22133,1,2009-05-15,M,39948 
30, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,21453,7192136,80,2009-05-15,M,39948 
1, UFC 2009 Undisputed , X360 , THQ , Fighting ,494881,494881,1,2009-05-22,T,39955 
2, UFC 2009 Undisputed , PS3 , THQ , Fighting ,338906,338906,1,2009-05-22,T,39955 
3, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,338718,4445204,37,2009-05-22,T,39955 
4, EA Sports Active , Wii , Electronic Arts , Sports ,279885,279885,1,2009-05-22,E,39955 
5, Wii Fit , Wii , Nintendo , Sports ,194113,19190452,78,2009-05-22,E,39955 
6, Wii Sports , Wii , Nintendo , Sports ,183758,44513773,131,2009-05-22,E,39955 
7, Mario Kart Wii , Wii , Nintendo , Racing ,97574,15846368,59,2009-05-22,E,39955 
8, Wii Play , Wii , Nintendo , Misc ,79771,23376208,130,2009-05-22,E,39955 
9, New Super Mario Bros. , DS , Nintendo , Platform ,51779,19253858,158,2009-05-22,E,39955 
10, Mario Kart DS , DS , Nintendo , Racing ,51025,14313903,184,2009-05-22,E,39955 
11, Sloane to MacHale no Nazo no Monogatari , DS , Level 5 , Puzzle ,50091,50091,1,2009-05-22,E,39955 
12, Pro Yakyuu Team o Tsukurou! 2 , DS , Sega , Sports ,44505,44505,1,2009-05-22,M,39955 
13, My Fitness Coach , Wii , Ubisoft , Sports ,43809,950750,25,2009-05-22,E,39955 
14, Halo 3 , X360 , Microsoft Game Studios , Shooter ,42385,9561040,87,2009-05-22,M,39955 
15, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,42048,3064597,119,2009-05-22,E,39955 
16, Rhythm Heaven , DS , Nintendo , Misc ,42044,1968039,43,2009-05-22,E,39955 
17, X-Men Origins: Wolverine - Uncaged Edition , X360 , Activision , Action ,37210,244768,4,2009-05-22,M,39955 
18, X-Men Origins: Wolverine - Uncaged Edition , PS3 , Activision , Action ,35886,221513,4,2009-05-22,M,39955 
19, Gardening Mama , DS , 505 Games , Puzzle ,33104,203023,10,2009-05-22,E,39955 
20, Nintendogs , DS , Nintendo , Simulation ,31157,22454086,214,2009-05-22,E,39955 
21, Bionic Commando , X360 , Capcom , Platform ,30568,30568,1,2009-05-22,E10+,39955 
22, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,28947,17455029,210,2009-05-22,E,39955 
23, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,27575,7219711,81,2009-05-22,M,39955 
24, Resident Evil 5 , PS3 , Capcom , Action ,25948,2253998,12,2009-05-22,M,39955 
25, Killzone 2 , PS3 , Sony Computer Entertainment , Shooter ,25650,1672243,13,2009-05-22,M,39955 
26, Bionic Commando , PS3 , Capcom , Platform ,25503,25503,1,2009-05-22,E10+,39955 
27, Terminator Salvation , X360 , Taito , Shooter ,24886,24886,1,2009-05-22,T,39955 
28, Club Penguin: Elite Penguin Force , DS , Disney Interactive Studios , Adventure ,24212,1145757,26,2009-05-22,E,39955 
29, Call of Duty: World at War , X360 , Activision , Shooter ,24143,5411127,28,2009-05-22,M,39955 
30, New Play Control! Mario Power Tennis , Wii , Nintendo , Sports ,22896,715403,19,2009-05-22,E,39955 
1, EA Sports Active , Wii , Electronic Arts , Sports ,303553,583438,2,2009-05-29,E,39962 
2, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,292103,292103,1,2009-05-29,E10+,39962 
3, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,263199,263199,1,2009-05-29,T,39962 
4, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,259380,4704584,38,2009-05-29,T,39962 
5, UFC 2009 Undisputed , X360 , THQ , Fighting ,228028,722909,2,2009-05-29,T,39962 
6, Wii Fit , Wii , Nintendo , Sports ,200130,19390582,79,2009-05-29,E,39962 
7, Ace Attorney Investigations: Miles Edgeworth , DS , Capcom , Adventure ,190196,190196,1,2009-05-29,T,39962 
8, Wii Sports , Wii , Nintendo , Sports ,184882,44698655,132,2009-05-29,E,39962 
9, UFC 2009 Undisputed , PS3 , THQ , Fighting ,150027,488933,2,2009-05-29,T,39962 
10, Mario Kart Wii , Wii , Nintendo , Racing ,101205,15947573,60,2009-05-29,E,39962 
11, Dynasty Warriors 6 Empires , PS3 , Tecmo Koei , Action ,78400,78400,1,2009-05-29,T,39962 
12, Wii Play , Wii , Nintendo , Misc ,75937,23452145,131,2009-05-29,E,39962 
13, New Super Mario Bros. , DS , Nintendo , Platform ,50787,19304645,159,2009-05-29,E,39962 
14, Mario Kart DS , DS , Nintendo , Racing ,50347,14364250,185,2009-05-29,E,39962 
15, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,43898,3108495,120,2009-05-29,E,39962 
16, Halo 3 , X360 , Microsoft Game Studios , Shooter ,36954,9597994,88,2009-05-29,M,39962 
17, My Fitness Coach , Wii , Ubisoft , Sports ,36904,987654,26,2009-05-29,E,39962 
18, Rhythm Heaven , DS , Nintendo , Misc ,36275,2004314,44,2009-05-29,E,39962 
19, Guitar Hero: Metallica , X360 , Activision , Misc ,33904,358096,9,2009-05-29,T,39962 
20, Guitar Hero: Metallica , PS3 , Activision , Misc ,33317,174545,9,2009-05-29,T,39962 
21, Guitar Hero: Metallica , Wii , Activision , Misc ,32844,263746,9,2009-05-29,T,39962 
22, X-Men Origins: Wolverine - Uncaged Edition , PS3 , Activision , Action ,30576,252089,5,2009-05-29,M,39962 
23, Sloane to MacHale no Nazo no Monogatari , DS , Level 5 , Puzzle ,30320,80411,2,2009-05-29,E,39962 
24, Nintendogs , DS , Nintendo , Simulation ,30271,22484357,215,2009-05-29,E,39962 
25, Gardening Mama , DS , 505 Games , Puzzle ,29991,233014,11,2009-05-29,E,39962 
26, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,29780,7249491,82,2009-05-29,M,39962 
27, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,28723,17483752,211,2009-05-29,E,39962 
28, Half-Minute Hero , PSP , Rising Star Games , Role-Playing ,27153,27153,1,2009-05-29,E10+,39962 
29, X-Men Origins: Wolverine - Uncaged Edition , X360 , Activision , Action ,26638,271406,5,2009-05-29,M,39962 
30, Terminator Salvation , PS3 , Warner Bros. Interactive Entertainment , Shooter ,25358,41023,2,2009-05-29,T,39962 
1, The Sims 3 , PC , Electronic Arts , Simulation ,327410,327410,1,2009-06-05,T,39969 
2, EA Sports Active , Wii , Electronic Arts , Sports ,212992,796430,3,2009-06-05,E,39969 
3, Wii Fit , Wii , Nintendo , Sports ,194177,19584759,80,2009-06-05,E,39969 
4, Red Faction: Guerrilla , X360 , Spike , Shooter ,192242,192242,1,2009-06-05,M,39969 
5, Wii Sports , Wii , Nintendo , Sports ,164502,44863157,133,2009-06-05,E,39969 
6, UFC 2009 Undisputed , X360 , THQ , Fighting ,145746,868655,3,2009-06-05,T,39969 
7, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,143628,4848212,39,2009-06-05,T,39969 
8, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,142003,405202,2,2009-06-05,T,39969 
9, UFC 2009 Undisputed , PS3 , THQ , Fighting ,104691,593624,3,2009-06-05,T,39969 
10, Red Faction: Guerrilla , PS3 , Spike , Shooter ,101387,101387,1,2009-06-05,M,39969 
11, Kingdom Hearts 358/2 Days , DS , Square Enix , Role-Playing ,100857,392960,2,2009-06-05,E10+,39969 
12, Mario Kart Wii , Wii , Nintendo , Racing ,91012,16038585,61,2009-06-05,E,39969 
13, Wii Play , Wii , Nintendo , Misc ,64866,23517011,132,2009-06-05,E,39969 
14, New Super Mario Bros. , DS , Nintendo , Platform ,54976,19359621,160,2009-06-05,E,39969 
15, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,51340,3159835,121,2009-06-05,E,39969 
16, Mario Kart DS , DS , Nintendo , Racing ,49476,14413726,186,2009-06-05,E,39969 
17, Ace Attorney Investigations: Miles Edgeworth , DS , Capcom , Adventure ,37441,227637,2,2009-06-05,T,39969 
18, Fuel , X360 , Codemasters , Racing ,33814,33814,1,2009-06-05,T,39969 
19, My Fitness Coach , Wii , Ubisoft , Sports ,32983,1020637,27,2009-06-05,E,39969 
20, Halo 3 , X360 , Microsoft Game Studios , Shooter ,32185,9630179,89,2009-06-05,M,39969 
21, Nintendogs , DS , Nintendo , Simulation ,31251,22515608,216,2009-06-05,E,39969 
22, Rhythm Heaven , DS , Nintendo , Misc ,31172,2035486,45,2009-06-05,E,39969 
23, Star Ocean: The Last Hope , X360 , Square Enix , Role-Playing ,28803,404126,16,2009-06-05,T,39969 
24, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,28333,17512085,212,2009-06-05,E,39969 
25, Gardening Mama , DS , 505 Games , Puzzle ,27474,260488,12,2009-06-05,E,39969 
26, Arc Rise Fantasia , Wii , Marvelous Interactive , Role-Playing ,27255,27255,1,2009-06-05,T,39969 
27, Sacred 2: Fallen Angel , PS3 , CDV Software Entertainment , Role-Playing ,26732,73894,4,2009-06-05,M,39969 
28, Fuel , PS3 , Codemasters , Racing ,26650,26650,1,2009-06-05,T,39969 
29, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,26522,7276013,83,2009-06-05,M,39969 
30, Sacred 2: Fallen Angel , X360 , CDV Software Entertainment , Role-Playing ,25801,110672,4,2009-06-05,M,39969 
1, [Prototype] , X360 , Activision , Action ,309582,309582,1,2009-06-12,M,39976 
2, Wii Fit , Wii , Nintendo , Sports ,188730,19773489,81,2009-06-12,E,39976 
3, [Prototype] , PS3 , Activision , Action ,188224,188224,1,2009-06-12,M,39976 
4, Wii Sports , Wii , Nintendo , Sports ,167873,45031030,134,2009-06-12,E,39976 
5, The Sims 3 , PC , Electronic Arts , Simulation ,163499,490909,2,2009-06-12,T,39976 
6, EA Sports Active , Wii , Electronic Arts , Sports ,155377,951807,4,2009-06-12,E,39976 
7, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,118660,118660,1,2009-06-12,E,39976 
8, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,115365,4963577,40,2009-06-12,T,39976 
9, UFC 2009 Undisputed , X360 , THQ , Fighting ,108457,977112,4,2009-06-12,T,39976 
10, Mario Kart Wii , Wii , Nintendo , Racing ,88068,16126653,62,2009-06-12,E,39976 
11, Red Faction: Guerrilla , X360 , Spike , Shooter ,87911,280153,2,2009-06-12,M,39976 
12, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,81727,486929,3,2009-06-12,T,39976 
13, UFC 2009 Undisputed , PS3 , THQ , Fighting ,81021,674645,4,2009-06-12,T,39976 
14, Tiger Woods PGA Tour 10 , X360 , Electronic Arts , Sports ,76369,76369,1,2009-06-12,E,39976 
15, Wii Play , Wii , Nintendo , Misc ,64304,23581315,133,2009-06-12,E,39976 
16, New Super Mario Bros. , DS , Nintendo , Platform ,57689,19417310,161,2009-06-12,E,39976 
17, Tiger Woods PGA Tour 10 , PS3 , Electronic Arts , Sports ,53621,53621,1,2009-06-12,E,39976 
18, Red Faction: Guerrilla , PS3 , Spike , Shooter ,52433,153820,2,2009-06-12,M,39976 
19, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,52334,3212169,122,2009-06-12,E,39976 
20, Mario Kart DS , DS , Nintendo , Racing ,49527,14463253,187,2009-06-12,E,39976 
21, EA Sports Grand Slam Tennis , Wii , Electronic Arts , Sports ,42005,42005,1,2009-06-12,E,39976 
22, Infinite Space , DS , Sega , Role-Playing ,39696,39696,1,2009-06-12,T,39976 
23, The Legendary Starfy , DS , Nintendo , Platform ,35663,211153,49,2009-06-12,E,39976 
24, Virtua Tennis 2009 , PS3 , Sega , Sports ,34468,81991,3,2009-06-12,E,39976 
25, Nintendogs , DS , Nintendo , Simulation ,30307,22545915,217,2009-06-12,E,39976 
26, Halo 3 , X360 , Microsoft Game Studios , Shooter ,29828,9660007,90,2009-06-12,M,39976 
27, My Fitness Coach , Wii , Ubisoft , Sports ,29139,1049776,28,2009-06-12,E,39976 
28, Call of Duty 4: Modern Warfare , X360 , Activision , Shooter ,28172,7304185,84,2009-06-12,M,39976 
29, Brain Age: Train Your Brain in Minutes a Day , DS , Nintendo , Misc ,28021,17540106,213,2009-06-12,E,39976 
30, Rhythm Heaven , DS , Nintendo , Misc ,27735,2063221,46,2009-06-12,E,39976 
1, Wii Fit , Wii , Nintendo , Sports ,178024,19951513,82,2009-06-19,E,39983 
2, Wii Sports , Wii , Nintendo , Sports ,164199,45195229,135,2009-06-19,E,39983 
3, [Prototype] , X360 , Activision , Action ,152979,462561,2,2009-06-19,M,39983 
4, Ghostbusters: The Video Game , X360 , Atari , Action ,136915,136915,1,2009-06-19,E,39983 
5, Ghostbusters: The Video Game , PS3 , Sony Computer Entertainment , Action ,132358,132358,1,2009-06-19,E,39983 
6, EA Sports Active , Wii , Electronic Arts , Sports ,116065,1067872,5,2009-06-19,E,39983 
7, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,105850,5069427,41,2009-06-19,T,39983 
8, Tomodachi Collection , DS , Nintendo , Misc ,102129,102129,1,2009-06-19,E,39983 
9, [Prototype] , PS3 , Activision , Action ,101981,290205,2,2009-06-19,M,39983 
10, The Sims 3 , PC , Electronic Arts , Simulation ,90274,581183,3,2009-06-19,T,39983 
11, Mario Kart Wii , Wii , Nintendo , Racing ,87743,16214396,63,2009-06-19,E,39983 
12, UFC 2009 Undisputed , X360 , THQ , Fighting ,81593,1058705,5,2009-06-19,T,39983 
13, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,64924,183584,2,2009-06-19,E,39983 
14, Ghostbusters: The Video Game , Wii , Atari , Action ,63898,63898,1,2009-06-19,E,39983 
15, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,60372,547301,4,2009-06-19,T,39983 
16, Wii Play , Wii , Nintendo , Misc ,59859,23641174,134,2009-06-19,E,39983 
17, New Super Mario Bros. , DS , Nintendo , Platform ,59362,19476672,162,2009-06-19,E,39983 
18, UFC 2009 Undisputed , PS3 , THQ , Fighting ,58892,733537,5,2009-06-19,T,39983 
19, Red Faction: Guerrilla , X360 , Spike , Shooter ,54852,335005,3,2009-06-19,M,39983 
20, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,50990,3263159,123,2009-06-19,E,39983 
21, Mario Kart DS , DS , Nintendo , Racing ,49161,14512414,188,2009-06-19,E,39983 
22, EA Sports Grand Slam Tennis , Wii , Electronic Arts , Sports ,46631,88636,2,2009-06-19,E,39983 
23, Tiger Woods PGA Tour 10 , X360 , Electronic Arts , Sports ,39462,115831,2,2009-06-19,E,39983 
24, Guitar Hero: Smash Hits , X360 , Activision , Misc ,38889,38889,1,2009-06-19,T,39983 
25, Ghostbusters: The Video Game , DS , Atari , Action ,32818,32818,1,2009-06-19,E,39983 
26, Fate/Unlimited Codes Portable , PSP , Capcom , Fighting ,32550,32550,1,2009-06-19,T,39983 
27, Red Faction: Guerrilla , PS3 , Spike , Shooter ,32271,186091,3,2009-06-19,M,39983 
28, Tiger Woods PGA Tour 10 , PS3 , Electronic Arts , Sports ,30268,83889,2,2009-06-19,E,39983 
29, Halo 3 , X360 , Microsoft Game Studios , Shooter ,29314,9689321,91,2009-06-19,M,39983 
30, Guitar Hero: Smash Hits , Wii , Activision , Misc ,29298,29298,1,2009-06-19,T,39983 
1, Wii Sports Resort , Wii , Nintendo , Sports ,349411,349411,1,2009-06-26,E,39990 
2, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,328864,328864,1,2009-06-26,T,39990 
3, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,214944,214944,1,2009-06-26,T,39990 
4, Wii Fit , Wii , Nintendo , Sports ,171902,20123415,83,2009-06-26,E,39990 
5, Wii Sports , Wii , Nintendo , Sports ,170615,45365844,136,2009-06-26,E,39990 
6, EA Sports Active , Wii , Electronic Arts , Sports ,100956,1168828,6,2009-06-26,E,39990 
7, [Prototype] , X360 , Activision , Action ,95976,558537,3,2009-06-26,M,39990 
8, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,95570,5164997,42,2009-06-26,T,39990 
9, Mario Kart Wii , Wii , Nintendo , Racing ,91337,16305733,64,2009-06-26,E,39990 
10, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,88263,3355955,66,2009-06-26,T,39990 
11, Ghostbusters: The Video Game , PS3 , Sony Computer Entertainment , Action ,73410,205768,2,2009-06-26,E,39990 
12, UFC 2009 Undisputed , X360 , THQ , Fighting ,72040,1130745,6,2009-06-26,T,39990 
13, Tomodachi Collection , DS , Nintendo , Misc ,71802,173931,2,2009-06-26,E,39990 
14, The Conduit , Wii , Sega , Shooter ,64524,64524,1,2009-06-26,T,39990 
15, Transformers: Revenge of the Fallen , X360 , Activision , Action ,64415,64415,1,2009-06-26,T,39990 
16, [Prototype] , PS3 , Activision , Action ,62532,352737,3,2009-06-26,M,39990 
17, The Sims 3 , PC , Electronic Arts , Simulation ,61028,642211,4,2009-06-26,T,39990 
18, Wii Play , Wii , Nintendo , Misc ,60628,23701802,135,2009-06-26,E,39990 
19, UFC 2009 Undisputed , PS3 , THQ , Fighting ,55556,789093,6,2009-06-26,T,39990 
20, Ghostbusters: The Video Game , X360 , Atari , Action ,52165,189080,2,2009-06-26,E,39990 
21, New Super Mario Bros. , DS , Nintendo , Platform ,51382,19528054,163,2009-06-26,E,39990 
22, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,49620,233204,3,2009-06-26,E,39990 
23, inFAMOUS , PS3 , Sony Computer Entertainment , Action ,48687,595988,5,2009-06-26,T,39990 
24, Transformers: Revenge of the Fallen , PS3 , Activision , Action ,47644,47644,1,2009-06-26,T,39990 
25, Mario Kart DS , DS , Nintendo , Racing ,46398,14558812,189,2009-06-26,E,39990 
26, Professor Layton and the Curious Village , DS , Nintendo , Adventure ,46355,3309514,124,2009-06-26,E,39990 
27, EA Sports Grand Slam Tennis , Wii , Electronic Arts , Sports ,44912,133548,3,2009-06-26,E,39990 
28, Atelier Rorona: Alchemist of Arland , PS3 , Nippon Ichi Software , Role-Playing ,44542,44542,1,2009-06-26,T,39990 
29, Overlord II , X360 , Codemasters , Action ,43823,43823,1,2009-06-26,T,39990 
30, Ken to Mahou to Gakuen Mono. 2 , PSP , Acquire , Role-Playing ,42089,42089,1,2009-06-26,E10+,39990 
1, Wii Fit , Wii , Nintendo , Sports ,162007,20285422,84,2009-07-03,E,39997 
2, Fight Night Round 4 , X360 , Electronic Arts , Fighting ,157887,486751,2,2009-07-03,T,39997 
3, Wii Sports , Wii , Nintendo , Sports ,157388,45523232,137,2009-07-03,E,39997 
4, Wii Sports Resort , Wii , Nintendo , Sports ,153276,502687,2,2009-07-03,E,39997 
5, Fight Night Round 4 , PS3 , Electronic Arts , Fighting ,117563,332507,2,2009-07-03,T,39997 
6, Hatsune Miku: Project Diva , PSP , Sega , Misc ,99716,99716,1,2009-07-03,T,39997 
7, Mario Kart Wii , Wii , Nintendo , Racing ,92128,16397861,65,2009-07-03,E,39997 
8, EA Sports Active , Wii , Electronic Arts , Sports ,90692,1259520,7,2009-07-03,E,39997 
9, Pokemon Pt Giratina, DS , Nintendo , Role-Playing ,85538,5250535,43,2009-07-03,T,39997 
10, Call of Juarez: Bound in Blood , X360 , Ubisoft , Shooter ,73706,73706,1,2009-07-03,M,39997 
11, Call of Juarez: Bound in Blood , PS3 , Ubisoft , Shooter ,73104,73104,1,2009-07-03,M,39997 
12, [Prototype] , X360 , Activision , Action ,67802,626339,4,2009-07-03,M,39997 
13, UFC 2009 Undisputed , X360 , THQ , Fighting ,67270,1198015,7,2009-07-03,T,39997 
14, Monster Hunter Freedom Unite , PSP , Capcom , Role-Playing ,63688,3419643,67,2009-07-03,T,39997 
15, Transformers: Revenge of the Fallen , X360 , Activision , Action ,61258,125673,2,2009-07-03,T,39997 
16, BlazBlue: Calamity Trigger , PS3 , Aksys Games , Fighting ,58152,93452,2,2009-07-03,T,39997 
17, Tomodachi Collection , DS , Nintendo , Misc ,57471,231402,3,2009-07-03,E,39997 
18, Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan  Boku to Himitsu no Chizu , PSP , Sony Computer Entertainment , Adventure ,54413,54413,1,2009-07-03,E,39997 
19, Wii Play , Wii , Nintendo , Misc ,53770,23755572,136,2009-07-03,E,39997 
20, BlazBlue: Calamity Trigger , X360 , PQube , Fighting ,53111,76912,2,2009-07-03,T,39997 
21, Tiger Woods PGA Tour 10 , Wii , Electronic Arts , Sports ,49072,282276,4,2009-07-03,E,39997 
22, UFC 2009 Undisputed , PS3 , THQ , Fighting ,48875,837968,7,2009-07-03,T,39997 
23, EA Sports Grand Slam Tennis , Wii , Electronic Arts , Sports ,47286,180834,4,2009-07-03,E,39997 
24, [Prototype] , PS3 , Activision , Action ,46011,398748,4,2009-07-03,M,39997 
25, The Sims 3 , PC , Electronic Arts , Simulation ,45379,687590,5,2009-07-03,T,39997 
